periodo,0a1_bienes_y_servicios,0a1_cuidado,0a1_total,1a3_bienes_y_servicios,1a3_cuidado,1a3_total,4a5_bienes_y_servicios,4a5_cuidado,4a5_total,6a12_bienes_y_servicios,6a12_cuidado,6a12_total,var_im_0a1_bienes_y_servicios,var_im_0a1_cuidado,var_im_0a1_total,var_im_1a3_bienes_y_servicios,var_im_1a3_cuidado,var_im_1a3_total,var_im_4a5_bienes_y_servicios,var_im_4a5_cuidado,var_im_4a5_total,var_im_6a12_bienes_y_servicios,var_im_6a12_cuidado,var_im_6a12_total,var_ia_0a1_bienes_y_servicios,var_ia_0a1_cuidado,var_ia_0a1_total,var_ia_1a3_bienes_y_servicios,var_ia_1a3_cuidado,var_ia_1a3_total,var_ia_4a5_bienes_y_servicios,var_ia_4a5_cuidado,var_ia_4a5_total,var_ia_6a12_bienes_y_servicios,var_ia_6a12_cuidado,var_ia_6a12_total
2023-03-01,21660.13,60872.65,82532.79,27968.3,69568.75,97537.05,35620.99,43480.46,79101.46,44187.97,55398.0,99585.97,0.08000085761326226,0.0333334408437691,0.0451862839419197,0.08000058695054468,0.03333359079254561,0.046297545814179,0.08000092170453477,0.033333444238846655,0.05383968929489158,0.08000071367887762,0.03369905956112862,0.053744409394629544,1.1320914254215433,1.1984702029424343,1.1806524826442786,1.1320909483159496,1.1984704286667744,1.1790174867309147,1.1320920616793138,1.1984699862470674,1.1680738787002873,1.1320910119960357,1.2020033388981637,1.1704243254281854
2023-04-01,23034.38,69395.15,92429.53,29742.78,79308.75,109051.53,37880.99,49567.96,87448.96,46991.52,63168.0,110159.52,0.0634460642664656,0.14000540472609613,0.11991282495114985,0.06344611578108061,0.14000539035127124,0.11805237086830078,0.06344573803254772,0.14000541852593096,0.10552902563366096,0.06344600125328226,0.14025777103866566,0.10617509675308678,1.1347876415313793,1.4098676042887526,1.334889176193962,1.13478768599591,1.4098678213309026,1.3280502313821039,1.1347873327239468,1.409867395928289,1.2824658859296378,1.1347875525786297,1.4141252006420544,1.2864980415444558
2023-05-01,24683.01,73656.04,98339.06,31871.55,84178.33,116049.89,40592.24,52611.45,93203.7,50354.84,67032.0,117386.84,0.07157257976989162,0.06140040046026263,0.06393551930860197,0.07157266402131879,0.06140028685359433,0.06417479883134147,0.07157283904142941,0.06140034812810535,0.06580684321460195,0.07157291358100348,0.061170212765957466,0.06560776590166695,1.1862235114368591,1.346652988272476,1.3042118226831834,1.1862232788873368,1.3466527615393318,1.3002937758411641,1.1862231914296593,1.346652221095737,1.273977001050819,1.186223125282206,1.3505154639175259,1.2771099575564295
2023-06-01,26326.66,77308.43,103635.1,33993.88,88352.5,122346.38,43295.29,55220.31,98515.6,53707.97,70392.0,124099.97,0.06659033886061705,0.04958710785972209,0.05385489753511985,0.0665901093608563,0.04958722749667288,0.054256751126606106,0.06659031381367475,0.049587304664669096,0.05699237262040047,0.06659002391825708,0.05012531328320802,0.05718809706437278,1.2302242621239885,1.1417492221422192,1.1635530544408588,1.2302241910045422,1.1417489849100053,1.1656196687627864,1.2302249475479536,1.1417490956183594,1.1797521804026836,1.2302242309255886,1.145966709346991,1.1816372549898593
2023-07-01,28199.58,92770.41,120969.99,36412.26,106023.33,142435.59,46375.38,66264.58,112639.96,57528.83,84504.0,142032.83,0.07114157283909162,0.20000380294878584,0.16726852195829411,0.07114162902263588,0.20000373503862368,0.16419946385009498,0.071141456726586,0.20000376673003117,0.14337181116493225,0.07114139670518171,0.2004773269689737,0.1445033387195822,1.2369043955032795,1.570107211533267,1.4838584095871976,1.2369042331445508,1.5701067814071874,1.4758287217191168,1.236904988148721,1.570106982132669,1.4215965903288743,1.2369048197666621,1.5761843790012806,1.4270797786399703
2023-08-01,32246.09,98954.84,131200.93,41637.26,113091.25,154728.51,53030.04,70682.03,123712.07,65783.97,90132.0,155915.97,0.14349539957687307,0.06666382093169565,0.08457419893975349,0.1434956248252648,0.06666381823698608,0.08630511517521722,0.14349553577782004,0.06666381949451727,0.09829646601437014,0.14349570467537753,0.06660039761431413,0.09774599295106645,1.3772062780599645,1.5150722854115402,1.479726302149484,1.3772072257239425,1.5150721410079435,1.4764240495692906,1.377206804284259,1.515072208396285,1.4540645719027303,1.377206860165939,1.5187793427230045,1.4570411681647988
2023-09-01,36180.49,105139.63,141320.12,46717.48,120159.58,166877.06,59500.31,75099.73,134600.05,73810.37,95760.0,169570.37,0.12201169196017236,0.06250113688223857,0.07712742584980159,0.12201139075914225,0.06250112188166645,0.0785152652216452,0.12201141089088363,0.06250103456281608,0.08801065247715911,0.12201148699295583,0.062441752096924485,0.08757537794236203,1.4913180326153044,1.4684407541613118,1.4742576401744025,1.4913172483964483,1.468440885297421,1.4748027041195781,1.4913174897532016,1.4684411458735633,1.4785014021204987,1.4913177286694856,1.472885032537961,1.4808747606473873
2023-10-01,39111.13,117756.4,156867.54,50501.63,134578.75,185080.38,64319.88,84111.71,148431.6,79789.06,107268.0,187057.06,0.08100056135226463,0.12000013696072531,0.11001561561085582,0.08100073034761279,0.12000016977422856,0.1090822189700611,0.08100075444985078,0.12000016511377609,0.10276036301620994,0.08100067781803566,0.12017543859649127,0.10312349970103862,1.4710261443565757,1.5687465002049432,1.5436658128191287,1.4710253494553154,1.5687462863252977,1.5413232621637039,1.4710255197634385,1.5687459210420633,1.525467937298699,1.4710252692331274,1.5745967741935485,1.5293752077308742
2023-11-01,44226.44,130373.17,174599.62,57106.69,148997.91,206104.61,72732.22,93123.69,165855.92,90224.6,118776.0,209000.6,0.13078911297116713,0.10714296632709575,0.11303855469397939,0.13078904581891715,0.1071429181798762,0.11359513093716345,0.13078911216874167,0.10714298877052908,0.11738955855761168,0.13078910818099643,0.10728269381362576,0.11730933865848203,1.6753136926232703,1.6557567429158797,1.6606836204089204,1.6753139612073387,1.6557567007552971,1.6611469867994053,1.6753143665109276,1.655756877829758,1.6642977725594998,1.6753142933729008,1.660395108184384,1.6668151912585878
2023-12-01,56158.28,140887.39,197045.67,72513.49,161014.16,233527.65,92354.62,100633.85,192988.47,114566.26,128352.0,242918.26,0.26978974568154235,0.08064711473994235,0.12855726719221972,0.26978975668174776,0.08064710437884659,0.13305398651684697,0.26978964755922474,0.08064714789544958,0.16359108556390378,0.2697896139190419,0.08062234794908063,0.16228498865553487,2.250805345700974,1.6573466367221594,1.8031943603127814,2.250804704675626,1.657346636722159,1.8170344662864424,2.2508049167592694,1.657346636722159,1.91172290449793,2.250804782757602,1.65970409051349,1.9091857371273422
