Year,Holiday,Cumulative Gross,Releases,#1_Release,#1_Gross
2005,Independence Day Weekend,171680305.0,132.0,War of the Worlds,77061953.0
2005,Memorial Day,47976622.0,28.0,Star Wars: Episode III - Revenge of the Sith,14841083.0
2005,Memorial Day Weekend,232101105.0,127.0,Star Wars: Episode III - Revenge of the Sith,70047055.0
2005,Easter,22950993.0,37.0,Guess Who,5078857.0
2005,Easter Weekend,110230023.0,37.0,Guess Who,23317835.0
2005,President's Day,24307110.0,38.0,Hitch,5375316.0
2005,President's Day Weekend,157855767.0,122.0,Hitch,36731246.0
2005,MLK Day,29691527.0,38.0,Coach Carter,4985220.0
2005,MLK Day Weekend,168489287.0,92.0,Coach Carter,29168181.0
2005,New Year's Day,60605096.0,40.0,Meet the Fockers,18271940.0
2005,New Year Weekend,193881677.0,95.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",33712024.0
2006,New Year's Eve,40364350.0,48.0,Night at the Museum,9484970.0
2006,Christmas Day,58661579.0,47.0,Night at the Museum,11778870.0
2006,Christmas Weekend,179396906.0,92.0,Night at the Museum,42212651.0
2006,Post-Thanksgiving Weekend,93451551.0,124.0,Happy Feet,17545418.0
2006,Thanksgiving Weekend,161954607.0,118.0,Happy Feet,37038046.0
2006,Thanksgiving 4-Day Weekend,193007195.0,50.0,Happy Feet,43183255.0
2006,Thanksgiving,33680039.0,49.0,Casino Royale,7538925.0
2006,Thanksgiving 5-Day Weekend,223388878.0,50.0,Happy Feet,50645518.0
2006,Halloween,10084566.0,42.0,Saw III,4505675.0
2006,Indigenous People's Day,13498004.0,42.0,The Departed,3870323.0
2006,Indigenous People's Day Weekend,120273065.0,45.0,The Departed,30757790.0
2006,Labor Day,26082752.0,48.0,Invincible,3275944.0
2006,Labor Day Weekend,129258128.0,124.0,Invincible,15427370.0
2006,Independence Day,31559760.0,35.0,Superman Returns,10510117.0
2006,Independence Day Weekend,225886164.0,98.0,Superman Returns,76033267.0
2006,Memorial Day,44948671.0,36.0,X-Men: The Last Stand,20110492.0
2006,Memorial Day Weekend,241939829.0,125.0,X-Men: The Last Stand,122861157.0
2006,Easter,26443773.0,45.0,Scary Movie 4,7762176.0
2006,Easter Weekend,132023054.0,45.0,Scary Movie 4,44196859.0
2006,President's Day,26566446.0,45.0,Eight Below,4780425.0
2006,President's Day Weekend,156942068.0,122.0,Eight Below,24968601.0
2006,MLK Day,27435451.0,34.0,Hoodwinked,4477502.0
2006,MLK Day Weekend,154432915.0,102.0,Glory Road,16927589.0
2006,New Year's Day,51061651.0,37.0,King Kong,8795475.0
2006,New Year Weekend,213090855.0,102.0,Night at the Museum,48231531.0
2007,New Year's Eve,39805298.0,48.0,National Treasure: Book of Secrets,9188271.0
2007,Christmas Day,64381332.0,45.0,National Treasure: Book of Secrets,13656128.0
2007,Christmas Weekend,249297664.0,67.0,National Treasure: Book of Secrets,65444195.0
2007,Post-Thanksgiving Weekend,84456667.0,121.0,Enchanted,16403316.0
2007,Thanksgiving Weekend,162176916.0,120.0,Enchanted,34440317.0
2007,Thanksgiving 4-Day Weekend,193662361.0,55.0,Enchanted,41092515.0
2007,Thanksgiving,33195512.0,55.0,Enchanted,6652198.0
2007,Thanksgiving 5-Day Weekend,228209311.0,56.0,Enchanted,49060281.0
2007,Halloween,8535880.0,55.0,Saw IV,2808522.0
2007,Indigenous People's Day,11449800.0,55.0,The Game Plan,2733318.0
2007,Indigenous People's Day Weekend,92216061.0,57.0,The Game Plan,19342695.0
2007,Labor Day,29703234.0,49.0,Halloween,4229392.0
2007,Labor Day Weekend,148188768.0,118.0,Halloween,30591759.0
2007,Independence Day,61561607.0,39.0,Transformers,29073898.0
2007,Memorial Day,48384755.0,40.0,Pirates of the Caribbean: At World's End,25069370.0
2007,Memorial Day Weekend,255591705.0,117.0,Pirates of the Caribbean: At World's End,139802190.0
2007,Easter,28370777.0,52.0,Blades of Glory,4889495.0
2007,Easter Weekend,138523536.0,52.0,Blades of Glory,25327019.0
2007,President's Day,28968449.0,49.0,Ghost Rider,6634072.0
2007,President's Day Weekend,188624817.0,102.0,Ghost Rider,52022908.0
2007,MLK Day,27599973.0,48.0,Night at the Museum,4685510.0
2007,MLK Day Weekend,156137695.0,102.0,Stomp the Yard,25876318.0
2007,New Year's Day,50295743.0,50.0,Night at the Museum,11464626.0
2007,New Year Weekend,275032134.0,74.0,National Treasure: Book of Secrets,54540535.0
2008,New Year's Eve,36321605.0,48.0,Marley & Me,6883821.0
2008,Christmas Day,75127017.0,52.0,Marley & Me,14380980.0
2008,Post-Thanksgiving Weekend,82434771.0,115.0,Four Christmases,16755478.0
2008,Thanksgiving Weekend,162603106.0,105.0,Four Christmases,31069826.0
2008,Thanksgiving 4-Day Weekend,194205391.0,53.0,Four Christmases,39972704.0
2008,Thanksgiving,34123032.0,51.0,Four Christmases,8902878.0
2008,Thanksgiving 5-Day Weekend,228766509.0,53.0,Four Christmases,46054468.0
2008,Halloween,18458452.0,59.0,Saw V,3172214.0
2008,Indigenous People's Day,13319060.0,58.0,Beverly Hills Chihuahua,2823779.0
2008,Indigenous People's Day Weekend,113091916.0,60.0,Beverly Hills Chihuahua,20325856.0
2008,Labor Day,25262728.0,53.0,Tropic Thunder,3083510.0
2008,Labor Day Weekend,123794714.0,120.0,Tropic Thunder,14602121.0
2008,Independence Day,44275897.0,38.0,Hancock,18527967.0
2008,Memorial Day,46822160.0,46.0,Indiana Jones and the Kingdom of the Crystal Skull,26779538.0
2008,Memorial Day Weekend,219455440.0,118.0,Indiana Jones and the Kingdom of the Crystal Skull,126917373.0
2008,Easter,26439155.0,59.0,Horton Hears a Who!,5207854.0
2008,Easter Weekend,125354528.0,59.0,Horton Hears a Who!,29192130.0
2008,President's Day,27666484.0,57.0,The Spiderwick Chronicles,5736479.0
2008,President's Day Weekend,167469892.0,100.0,Jumper,32092991.0
2008,MLK Day,32445825.0,55.0,Cloverfield,6088317.0
2008,MLK Day Weekend,187094009.0,95.0,Cloverfield,46146546.0
2008,New Year's Day,49155192.0,48.0,National Treasure: Book of Secrets,9679556.0
2009,New Year's Eve,52013607.0,43.0,Avatar,14738136.0
2009,Christmas Day,86561762.0,46.0,Sherlock Holmes,24608941.0
2009,Post-Thanksgiving Weekend,99663975.0,113.0,The Blind Side,20043181.0
2009,Thanksgiving Weekend,186348522.0,109.0,The Twilight Saga: New Moon,42870031.0
2009,Thanksgiving 4-Day Weekend,225057670.0,55.0,The Twilight Saga: New Moon,52074575.0
2009,Thanksgiving,41690820.0,53.0,The Blind Side,9489335.0
2009,Thanksgiving 5-Day Weekend,266644110.0,55.0,The Twilight Saga: New Moon,66273378.0
2009,Halloween,30783692.0,61.0,This Is It,7075741.0
2009,Indigenous People's Day,15479175.0,53.0,Couples Retreat,4006225.0
2009,Indigenous People's Day Weekend,123465598.0,57.0,Couples Retreat,38292965.0
2009,Labor Day,26434093.0,55.0,Inglourious Basterds,3321096.0
2009,Labor Day Weekend,124476257.0,108.0,The Final Destination,15295069.0
2009,Independence Day,42255518.0,38.0,Ice Age: Dawn of the Dinosaurs,11322506.0
2009,Memorial Day,45167308.0,43.0,Night at the Museum: Battle of the Smithsonian,15878718.0
2009,Memorial Day Weekend,221901103.0,112.0,Night at the Museum: Battle of the Smithsonian,70052004.0
2009,Easter,26568437.0,49.0,Fast & Furious,6110785.0
2009,Easter Weekend,148228465.0,49.0,Hannah Montana: The Movie,36949154.0
2009,President's Day,31440380.0,51.0,Coraline,4068478.0
2009,President's Day Weekend,220039425.0,91.0,Friday the 13th,43585449.0
2009,MLK Day,38287812.0,54.0,Paul Blart: Mall Cop,7401602.0
2009,MLK Day Weekend,231208273.0,85.0,Paul Blart: Mall Cop,39234238.0
2009,New Year's Day,60629724.0,51.0,Marley & Me,9956212.0
2010,New Year's Eve,47711003.0,48.0,True Grit,8166256.0
2010,Christmas Day,58720816.0,46.0,Little Fockers,14568320.0
2010,Post-Thanksgiving Weekend,86325286.0,119.0,Tangled,21608891.0
2010,Thanksgiving Weekend,181242458.0,103.0,Harry Potter and the Deathly Hallows: Part 1,49087101.0
2010,Thanksgiving 4-Day Weekend,215713375.0,49.0,Harry Potter and the Deathly Hallows: Part 1,60563081.0
2010,Thanksgiving,36077320.0,47.0,Harry Potter and the Deathly Hallows: Part 1,11475980.0
2010,Thanksgiving 5-Day Weekend,257951386.0,48.0,Harry Potter and the Deathly Hallows: Part 1,74988944.0
2010,Halloween,22196761.0,47.0,Saw 3D,5681091.0
2010,Indigenous People's Day,12678807.0,48.0,The Social Network,2188088.0
2010,Indigenous People's Day Weekend,103670689.0,52.0,The Social Network,17640079.0
2010,Labor Day,26638148.0,49.0,The American,3484543.0
2010,Labor Day Weekend,132758175.0,111.0,The American,16662333.0
2010,Independence Day,44903106.0,45.0,The Twilight Saga: Eclipse,13258246.0
2010,Independence Day Weekend,250408407.0,96.0,The Twilight Saga: Eclipse,83637242.0
2010,Memorial Day,39999612.0,42.0,Shrek Forever After,13749371.0
2010,Memorial Day Weekend,192706796.0,103.0,Shrek Forever After,57060434.0
2010,Easter,39983685.0,44.0,Clash of the Titans,13812670.0
2010,Easter Weekend,198446177.0,44.0,Clash of the Titans,67628501.0
2010,President's Day,34151169.0,43.0,Percy Jackson & the Olympians: The Lightning Thief,7425567.0
2010,President's Day Weekend,239380299.0,87.0,Valentine's Day,63135312.0
2010,MLK Day,38945191.0,46.0,Avatar,11615834.0
2010,MLK Day Weekend,209509035.0,83.0,Avatar,54401446.0
2010,New Year's Day,83007946.0,46.0,Avatar,25274008.0
2011,New Year's Eve,47712605.0,46.0,Mission: Impossible - Ghost Protocol,8731970.0
2011,Christmas Day,60977960.0,45.0,Mission: Impossible - Ghost Protocol,13653650.0
2011,Christmas Weekend,198065301.0,75.0,Mission: Impossible - Ghost Protocol,44118783.0
2011,Post-Thanksgiving Weekend,81502185.0,101.0,The Twilight Saga: Breaking Dawn - Part 1,16535465.0
2011,Thanksgiving Weekend,165042631.0,107.0,The Twilight Saga: Breaking Dawn - Part 1,41683574.0
2011,Thanksgiving 4-Day Weekend,190495014.0,50.0,The Twilight Saga: Breaking Dawn - Part 1,49416283.0
2011,Thanksgiving,28485133.0,43.0,The Twilight Saga: Breaking Dawn - Part 1,7732709.0
2011,Thanksgiving 5-Day Weekend,225149356.0,50.0,The Twilight Saga: Breaking Dawn - Part 1,61853847.0
2011,Halloween,9530458.0,57.0,Paranormal Activity 3,2531585.0
2011,Indigenous People's Day,12810932.0,48.0,Real Steel,3408428.0
2011,Indigenous People's Day Weekend,106161269.0,53.0,Real Steel,30728105.0
2011,Labor Day,31115174.0,62.0,The Help,5286948.0
2011,Labor Day Weekend,138952409.0,122.0,The Help,19881571.0
2011,Independence Day,38960694.0,49.0,Transformers: Dark of the Moon,18033185.0
2011,Independence Day Weekend,241553443.0,102.0,Transformers: Dark of the Moon,115886050.0
2011,Memorial Day,53546112.0,52.0,The Hangover Part II,17480581.0
2011,Memorial Day Weekend,276889541.0,106.0,The Hangover Part II,103426875.0
2011,Easter,29217716.0,51.0,Rio,5756975.0
2011,Easter Weekend,149092004.0,51.0,Rio,29667134.0
2011,President's Day,28510914.0,44.0,Gnomeo & Juliet,6261707.0
2011,President's Day Weekend,173631940.0,100.0,Unknown,25453015.0
2011,MLK Day,28478768.0,48.0,The Green Hornet,6485667.0
2011,MLK Day Weekend,158959357.0,86.0,The Green Hornet,40012543.0
2011,New Year's Day,66029226.0,48.0,Little Fockers,11443880.0
2011,New Year Weekend,200114665.0,76.0,Mission: Impossible - Ghost Protocol,38202439.0
2012,New Year's Eve,42120785.0,53.0,The Hobbit: An Unexpected Journey,6919722.0
2012,Christmas Day,74948748.0,49.0,Les Misérables,18111665.0
2012,Christmas Weekend,204882187.0,53.0,The Hobbit: An Unexpected Journey,55024161.0
2012,Post-Thanksgiving Weekend,114496488.0,108.0,The Twilight Saga: Breaking Dawn - Part 2,17416362.0
2012,Thanksgiving Weekend,207815979.0,107.0,The Twilight Saga: Breaking Dawn - Part 2,43641448.0
2012,Thanksgiving 4-Day Weekend,244861842.0,49.0,The Twilight Saga: Breaking Dawn - Part 2,51656149.0
2012,Thanksgiving,38446378.0,46.0,The Twilight Saga: Breaking Dawn - Part 2,8014701.0
2012,Thanksgiving 5-Day Weekend,289573641.0,50.0,The Twilight Saga: Breaking Dawn - Part 2,64435436.0
2012,Halloween,9233298.0,41.0,Argo,1445137.0
2012,Indigenous People's Day,18923094.0,46.0,Taken 2,5501950.0
2012,Indigenous People's Day Weekend,158700116.0,54.0,Taken 2,55016719.0
2012,Labor Day,28960530.0,53.0,The Possession,3346360.0
2012,Labor Day Weekend,133965411.0,100.0,The Possession,21078840.0
2012,Independence Day,53720299.0,42.0,The Amazing Spider-Man,23335925.0
2012,Memorial Day,40306554.0,52.0,Men in Black³,14661938.0
2012,Memorial Day Weekend,194092495.0,111.0,Men in Black³,69254717.0
2012,Easter,27251440.0,45.0,The Hunger Games,7294332.0
2012,Easter Weekend,136124614.0,45.0,The Hunger Games,37254774.0
2012,President's Day,32189207.0,54.0,Journey 2: The Mysterious Island,6088827.0
2012,President's Day Weekend,193509301.0,102.0,Safe House,27542825.0
2012,MLK Day,30458227.0,44.0,Beauty and the Beast2012 3D Release,4462017.0
2012,MLK Day Weekend,162923701.0,74.0,Contraband,28515480.0
2012,New Year's Day,49154018.0,46.0,Mission: Impossible - Ghost Protocol,10058761.0
2012,New Year Weekend,277443906.0,54.0,The Hobbit: An Unexpected Journey,48300511.0
2013,New Year's Eve,41248466.0,47.0,Frozen,7076451.0
2013,Christmas Day,77183038.0,45.0,The Hobbit: The Desolation of Smaug,9306295.0
2013,Post-Thanksgiving Weekend,94535353.0,96.0,Frozen,31616230.0
2013,Thanksgiving Weekend,208125032.0,104.0,The Hunger Games: Catching Fire,74179601.0
2013,Thanksgiving 4-Day Weekend,244535600.0,50.0,The Hunger Games: Catching Fire,89131230.0
2013,Thanksgiving,37805162.0,46.0,The Hunger Games: Catching Fire,14951629.0
2013,Thanksgiving 5-Day Weekend,292303215.0,50.0,The Hunger Games: Catching Fire,109939340.0
2013,Halloween,8055871.0,45.0,Jackass Presents: Bad Grandpa,1776627.0
2013,Indigenous People's Day,17147455.0,47.0,Gravity,6201076.0
2013,Indigenous People's Day Weekend,131493515.0,54.0,Gravity,49389332.0
2013,Labor Day,36678895.0,56.0,The Butler,5322986.0
2013,Labor Day Weekend,162136448.0,112.0,The Butler,20201272.0
2013,Independence Day,63079682.0,49.0,Despicable Me 2,24546980.0
2013,Memorial Day,59036225.0,46.0,Fast & Furious 6,19661750.0
2013,Memorial Day Weekend,314240146.0,97.0,Fast & Furious 6,117036995.0
2013,Easter,33735037.0,53.0,G.I. Joe: Retaliation,9682790.0
2013,Easter Weekend,164811685.0,53.0,G.I. Joe: Retaliation,45048833.0
2013,President's Day,26737619.0,55.0,Escape from Planet Earth,5210921.0
2013,President's Day Weekend,168341536.0,86.0,A Good Day to Die Hard,28640657.0
2013,MLK Day,25550028.0,51.0,Mama,3745505.0
2013,MLK Day Weekend,165335690.0,68.0,Mama,32147815.0
2013,New Year's Day,54935225.0,53.0,The Hobbit: An Unexpected Journey,9454721.0
2014,New Year's Eve,39012775.0,49.0,The Hobbit: The Battle of the Five Armies,6001672.0
2014,Christmas Day,81254644.0,49.0,Unbroken,15434400.0
2014,Post-Thanksgiving Weekend,78180686.0,96.0,The Hunger Games: Mockingjay - Part 1,22026762.0
2014,Thanksgiving Weekend,163791775.0,97.0,The Hunger Games: Mockingjay - Part 1,56972599.0
2014,Thanksgiving 4-Day Weekend,189771521.0,52.0,The Hunger Games: Mockingjay - Part 1,68052582.0
2014,Thanksgiving,28724752.0,49.0,The Hunger Games: Mockingjay - Part 1,11079983.0
2014,Thanksgiving 5-Day Weekend,226978340.0,52.0,The Hunger Games: Mockingjay - Part 1,82673099.0
2014,Halloween,21827830.0,54.0,Ouija,3436620.0
2014,Indigenous People's Day,21187833.0,60.0,Gone Girl,3953213.0
2014,Indigenous People's Day Weekend,166940703.0,63.0,Gone Girl,30359347.0
2014,Labor Day,31279436.0,51.0,Guardians of the Galaxy,5824589.0
2014,Labor Day Weekend,141284370.0,94.0,Guardians of the Galaxy,22906851.0
2014,Independence Day,37917579.0,44.0,Transformers: Age of Extinction,10619669.0
2014,Memorial Day,44340637.0,46.0,X-Men: Days of Future Past,19752944.0
2014,Memorial Day Weekend,232102154.0,103.0,X-Men: Days of Future Past,110576604.0
2014,Easter,30060800.0,52.0,Heaven Is for Real,6397295.0
2014,Easter Weekend,144538498.0,52.0,Captain America: The Winter Soldier,28182183.0
2014,President's Day,30388127.0,49.0,The Lego Movie,12632036.0
2014,President's Day Weekend,208762307.0,84.0,The Lego Movie,62478466.0
2014,MLK Day,36975900.0,41.0,Ride Along,7110210.0
2014,MLK Day Weekend,213241808.0,68.0,Ride Along,48626380.0
2014,New Year's Day,56129948.0,49.0,Frozen,8718939.0
2015,New Year's Eve,51078620.0,47.0,Star Wars: Episode VII - The Force Awakens,22932686.0
2015,Christmas Day,103117445.0,46.0,Star Wars: Episode VII - The Force Awakens,49325663.0
2015,Post-Thanksgiving Weekend,97833704.0,95.0,The Hunger Games: Mockingjay - Part 2,18857547.0
2015,Thanksgiving Weekend,182526007.0,86.0,The Hunger Games: Mockingjay - Part 2,52004595.0
2015,Thanksgiving 4-Day Weekend,215717632.0,48.0,The Hunger Games: Mockingjay - Part 2,62319337.0
2015,Thanksgiving,34050592.0,45.0,The Hunger Games: Mockingjay - Part 2,10314742.0
2015,Thanksgiving 5-Day Weekend,256957261.0,48.0,The Hunger Games: Mockingjay - Part 2,75982788.0
2015,Halloween,26946602.0,40.0,The Martian,4564809.0
2015,Indigenous People's Day,16569889.0,43.0,The Martian,4900783.0
2015,Indigenous People's Day Weekend,133112208.0,51.0,The Martian,41906049.0
2015,Labor Day,25764990.0,47.0,War Room,3908023.0
2015,Labor Day Weekend,116912740.0,85.0,War Room,13388558.0
2015,Independence Day,37199059.0,39.0,Jurassic World,8539045.0
2015,Memorial Day,40358610.0,72.0,Tomorrowland,9651035.0
2015,Memorial Day Weekend,194717763.0,81.0,Tomorrowland,42679200.0
2015,Easter,51042156.0,41.0,Furious 7,33153120.0
2015,Easter Weekend,247143426.0,45.0,Furious 7,161202390.0
2015,President's Day,32358849.0,51.0,The SpongeBob Movie: Sponge Out of Water,8550121.0
2015,President's Day Weekend,247208470.0,75.0,Fifty Shades of Grey,93010350.0
2015,MLK Day,47508869.0,52.0,American Sniper,17942391.0
2015,MLK Day Weekend,250809036.0,71.0,American Sniper,107211457.0
2015,New Year's Day,55101053.0,48.0,The Hobbit: The Battle of the Five Armies,9320601.0
2016,New Year's Eve,54456546.0,50.0,Rogue One: A Star Wars Story,14632828.0
2016,Christmas Day,83122128.0,49.0,Rogue One: A Star Wars Story,25865004.0
2016,Christmas Weekend,274763402.0,67.0,Rogue One: A Star Wars Story,96119405.0
2016,Post-Thanksgiving Weekend,95805897.0,131.0,Moana,28270989.0
2016,Thanksgiving Weekend,184385596.0,116.0,Moana,56631401.0
2016,Thanksgiving 4-Day Weekend,217250328.0,55.0,Moana,66561040.0
2016,Thanksgiving,33883754.0,51.0,Moana,9929639.0
2016,Thanksgiving 5-Day Weekend,260702622.0,56.0,Moana,82080274.0
2016,Halloween,9588659.0,63.0,Boo! A Madea Halloween,1941626.0
2016,Indigenous People's Day,15058457.0,64.0,The Girl on the Train,3096055.0
2016,Indigenous People's Day Weekend,117973713.0,68.0,The Girl on the Train,27632320.0
2016,Labor Day,28531017.0,58.0,Don't Breathe,3874704.0
2016,Labor Day Weekend,128361944.0,98.0,Don't Breathe,19707927.0
2016,Independence Day,40631571.0,61.0,Finding Dory,9619207.0
2016,Independence Day Weekend,230971432.0,85.0,Finding Dory,51436383.0
2016,Memorial Day,40992695.0,47.0,X-Men: Apocalypse,14040571.0
2016,Memorial Day Weekend,205474478.0,88.0,X-Men: Apocalypse,79810133.0
2016,Easter,55104262.0,50.0,Batman v Superman: Dawn of Justice,33791754.0
2016,Easter Weekend,278486400.0,54.0,Batman v Superman: Dawn of Justice,181047843.0
2016,President's Day,38672548.0,53.0,Deadpool,19759214.0
2016,President's Day Weekend,278484327.0,87.0,Deadpool,152193853.0
2016,MLK Day,35187283.0,46.0,Star Wars: Episode VII - The Force Awakens,6678148.0
2016,MLK Day Weekend,200759295.0,57.0,Ride Along 2,41006705.0
2016,New Year's Day,83473757.0,48.0,Star Wars: Episode VII - The Force Awakens,34394152.0
2016,New Year Weekend,246770071.0,68.0,Rogue One: A Star Wars Story,65522676.0
2017,New Year's Eve,50239892.0,44.0,Star Wars: Episode VIII - The Last Jedi,13566649.0
2017,Christmas Day,81472493.0,59.0,Star Wars: Episode VIII - The Last Jedi,27459557.0
2017,Christmas Weekend,259567981.0,62.0,Star Wars: Episode VIII - The Last Jedi,99025055.0
2017,Post-Thanksgiving Weekend,105270560.0,111.0,Coco,27533304.0
2017,Thanksgiving Weekend,188835224.0,99.0,Coco,50802605.0
2017,Thanksgiving 4-Day Weekend,222844449.0,60.0,Coco,59721354.0
2017,Thanksgiving,35364858.0,60.0,Coco,8918749.0
2017,Thanksgiving 5-Day Weekend,267474764.0,61.0,Coco,72908930.0
2017,Halloween,9835475.0,59.0,Jigsaw,2223252.0
2017,Indigenous People's Day,16511402.0,66.0,Blade Runner 2049,4471019.0
2017,Indigenous People's Day Weekend,121081241.0,67.0,Blade Runner 2049,37224141.0
2017,Labor Day,20244515.0,101.0,The Hitman's Bodyguard,2736702.0
2017,Labor Day Weekend,97866622.0,121.0,The Hitman's Bodyguard,13272712.0
2017,Independence Day,33819463.0,51.0,Despicable Me 3,12728355.0
2017,Independence Day Weekend,239317563.0,77.0,Despicable Me 3,99020280.0
2017,Memorial Day,38302331.0,62.0,Pirates of the Caribbean: Dead Men Tell No Tales,15493514.0
2017,Memorial Day Weekend,180517134.0,88.0,Pirates of the Caribbean: Dead Men Tell No Tales,78476767.0
2017,Easter,38835554.0,50.0,The Fate of the Furious,21548065.0
2017,Easter Weekend,186508700.0,50.0,The Fate of the Furious,107310965.0
2017,President's Day,30833612.0,60.0,The Lego Batman Movie,10089017.0
2017,President's Day Weekend,181707401.0,68.0,The Lego Batman Movie,42744131.0
2017,MLK Day,35936134.0,60.0,Hidden Figures,6652892.0
2017,MLK Day Weekend,185210740.0,66.0,Hidden Figures,27506839.0
2017,New Year's Day,63986439.0,52.0,Rogue One: A Star Wars Story,16751857.0
2017,New Year Weekend,253441683.0,67.0,Star Wars: Episode VIII - The Last Jedi,66813601.0
2018,New Year's Eve,41631235.0,53.0,Aquaman,10011638.0
2018,Christmas Day,78463841.0,53.0,Aquaman,21982419.0
2018,Christmas Weekend,291020519.0,60.0,Aquaman,100707869.0
2018,Post-Thanksgiving Weekend,119701329.0,104.0,Ralph Breaks the Internet,25566945.0
2018,Thanksgiving Weekend,216475781.0,99.0,Ralph Breaks the Internet,56237634.0
2018,Thanksgiving 4-Day Weekend,257931535.0,64.0,Ralph Breaks the Internet,66409965.0
2018,Thanksgiving,41867257.0,58.0,Ralph Breaks the Internet,10172331.0
2018,Thanksgiving 5-Day Weekend,314861631.0,64.0,Ralph Breaks the Internet,84750405.0
2018,Halloween,12773436.0,66.0,Halloween,5547305.0
2018,Indigenous People's Day,25849069.0,69.0,Venom,9631343.0
2018,Indigenous People's Day Weekend,203404722.0,73.0,Venom,89887099.0
2018,Labor Day,30009538.0,64.0,Crazy Rich Asians,6611877.0
2018,Labor Day Weekend,129333336.0,95.0,Crazy Rich Asians,28576222.0
2018,Independence Day,43251048.0,56.0,Jurassic World: Fallen Kingdom,11501395.0
2018,Memorial Day,44914314.0,103.0,Solo: A Star Wars Story,18596323.0
2018,Memorial Day Weekend,226988305.0,108.0,Solo: A Star Wars Story,103016812.0
2018,Easter,35195268.0,57.0,Ready Player One,11158819.0
2018,Easter Weekend,154921251.0,59.0,Ready Player One,47005514.0
2018,President's Day,59897487.0,83.0,Black Panther,40151729.0
2018,President's Day Weekend,346075601.0,91.0,Black Panther,242155680.0
2018,MLK Day,36882459.0,68.0,Jumanji: Welcome to the Jungle,7074723.0
2018,MLK Day Weekend,195812771.0,76.0,Jumanji: Welcome to the Jungle,35176695.0
2018,New Year's Day,59384380.0,62.0,Jumanji: Welcome to the Jungle,16222389.0
2018,New Year Weekend,288846349.0,53.0,Aquaman,78503988.0
2019,New Year's Eve,43962854.0,54.0,Star Wars: Episode IX - The Rise of Skywalker,13217698.0
2019,Christmas Day,78632563.0,54.0,Star Wars: Episode IX - The Rise of Skywalker,32165681.0
2019,Post-Thanksgiving Weekend,90326095.0,87.0,Frozen II,35165614.0
2019,Thanksgiving Weekend,180855568.0,90.0,Frozen II,85977773.0
2019,Thanksgiving 4-Day Weekend,215903776.0,54.0,Frozen II,100938241.0
2019,Thanksgiving,35370976.0,52.0,Frozen II,14960468.0
2019,Thanksgiving 5-Day Weekend,262269314.0,58.0,Frozen II,125018787.0
2019,Halloween,9536976.0,54.0,Joker,1886940.0
2019,Indigenous People's Day,20973935.0,56.0,Joker,8345763.0
2019,Indigenous People's Day Weekend,161052554.0,59.0,Joker,64207166.0
2019,Labor Day,28378818.0,57.0,Angel Has Fallen,3575630.0
2019,Labor Day Weekend,120764144.0,82.0,Angel Has Fallen,15375039.0
2019,Independence Day,46565065.0,54.0,Spider-Man: Far from Home,25720128.0
2019,Memorial Day,49413282.0,52.0,Aladdin,25305033.0
2019,Memorial Day Weekend,230819376.0,97.0,Aladdin,116805962.0
2019,Easter,24977589.0,70.0,The Curse of La Llorona,5637706.0
2019,Easter Weekend,121560823.0,74.0,The Curse of La Llorona,28605664.0
2019,President's Day,26069665.0,63.0,The Lego Movie 2: The Second Part,6948824.0
2019,President's Day Weekend,152447001.0,86.0,Alita: Battle Angel,33534100.0
2019,MLK Day,32478230.0,51.0,Glass,6176030.0
2019,MLK Day Weekend,162367073.0,69.0,Glass,46504950.0
2019,New Year's Day,59578286.0,53.0,Aquaman,16377779.0
2020,New Year's Eve,2933369.0,17.0,Wonder Woman 1984,1378106.0
2020,Christmas Day,10214882.0,27.0,Wonder Woman 1984,7482427.0
2020,Post-Thanksgiving Weekend,8397393.0,41.0,The Croods: A New Age,4439855.0
2020,Thanksgiving Weekend,14152936.0,41.0,The Croods: A New Age,9724200.0
2020,Thanksgiving 4-Day Weekend,17660248.0,29.0,The Croods: A New Age,12393840.0
2020,Thanksgiving,3570668.0,27.0,The Croods: A New Age,2669640.0
2020,Thanksgiving 5-Day Weekend,20251599.0,36.0,The Croods: A New Age,14274455.0
2020,Halloween,3791211.0,35.0,Come Play,1331245.0
2020,Indigenous People's Day,1001260.0,29.0,The War with Grandpa,424613.0
2020,Indigenous People's Day Weekend,11259812.0,32.0,The War with Grandpa,4048493.0
2020,Labor Day,3647082.0,13.0,Tenet,2275661.0
2020,Labor Day Weekend,19858242.0,25.0,Tenet,11628751.0
2020,Independence Day,74261.0,9.0,Relic,48259.0
2020,Memorial Day,21831.0,6.0,The Wretched,20046.0
2020,Memorial Day Weekend,240390.0,6.0,The Wretched,236334.0
2020,Easter,564.0,2.0,The Other Lamb,282.0
2020,Easter Weekend,3675.0,2.0,Swallow,1986.0
2020,President's Day,26970250.0,54.0,Sonic the Hedgehog,11983726.0
2020,President's Day Weekend,182920720.0,78.0,Sonic the Hedgehog,70002074.0
2020,MLK Day,38928355.0,56.0,Bad Boys for Life,10529839.0
2020,MLK Day Weekend,205302432.0,61.0,Bad Boys for Life,73033944.0
2020,New Year's Day,56507431.0,54.0,Star Wars: Episode IX - The Rise of Skywalker,17076472.0
2021,New Year's Eve,28345913.0,25.0,Spider-Man: No Way Home,15407695.0
