Year,Holiday,Cumulative Gross,Releases,#1_Release,#1_Gross
2021,Christmas Day,58100508.0,26.0,Spider-Man: No Way Home,31609749.0
2021,Post-Thanksgiving Weekend,52704939.0,47.0,Encanto,13147618.0
2021,Thanksgiving Weekend,96526140.0,51.0,Encanto,27206494.0
2021,Thanksgiving 4-Day Weekend,116694008.0,38.0,Encanto,33014052.0
2021,Thanksgiving,20380609.0,35.0,Encanto,5807558.0
2021,Thanksgiving 5-Day Weekend,142082464.0,42.0,Encanto,40567273.0
2021,Halloween,16292807.0,34.0,Dune: Part One,3958751.0
2021,Indigenous People's Day,14257686.0,29.0,No Time to Die,6938476.0
2021,Indigenous People's Day Weekend,122533028.0,34.0,No Time to Die,62163483.0
2021,Labor Day,27956357.0,29.0,Shang-Chi and the Legend of the Ten Rings,19284160.0
2021,Labor Day Weekend,139020923.0,48.0,Shang-Chi and the Legend of the Ten Rings,94672848.0
2021,Independence Day,13942768.0,29.0,F9: The Fast Saga,5278700.0
2021,Independence Day Weekend,87171208.0,46.0,F9: The Fast Saga,29101290.0
2021,Memorial Day,16921053.0,29.0,A Quiet Place Part II,9541717.0
2021,Memorial Day Weekend,97874228.0,45.0,A Quiet Place Part II,57088948.0
2021,Easter,9926895.0,28.0,Godzilla vs. Kong,7102754.0
2021,Easter Weekend,47518581.0,28.0,Godzilla vs. Kong,34199668.0
2021,President's Day,1442792.0,23.0,The Croods: A New Age,500440.0
2021,President's Day Weekend,13132939.0,32.0,The Croods: A New Age,2580265.0
2021,MLK Day,1980358.0,19.0,The Croods: A New Age,506755.0
2021,MLK Day Weekend,12907583.0,21.0,The Marksman,3503257.0
2021,New Year's Day,4669052.0,22.0,Wonder Woman 1984,2060272.0
2022,New Year's Eve,28295543.0,31.0,Avatar: The Way of Water,18053159.0
2022,Christmas Day,43796821.0,28.0,Avatar: The Way of Water,29179791.0
2022,Christmas Weekend,142814390.0,33.0,Avatar: The Way of Water,95608650.0
2022,Post-Thanksgiving Weekend,52669526.0,54.0,Black Panther: Wakanda Forever,17540051.0
2022,Thanksgiving Weekend,93780231.0,49.0,Black Panther: Wakanda Forever,45583904.0
2022,Thanksgiving 4-Day Weekend,111394577.0,36.0,Black Panther: Wakanda Forever,53747987.0
2022,Thanksgiving,17723816.0,31.0,Black Panther: Wakanda Forever,8164083.0
2022,Thanksgiving 5-Day Weekend,134030714.0,37.0,Black Panther: Wakanda Forever,63800856.0
2022,Halloween,7440404.0,34.0,Black Adam,1977587.0
2022,Indigenous People's Day,8616769.0,39.0,Smile,2665031.0
2022,Indigenous People's Day Weekend,67265387.0,45.0,Smile,21207599.0
2022,Labor Day,15686573.0,42.0,Top Gun: Maverick,1906497.0
2022,Labor Day Weekend,71172772.0,55.0,Top Gun: Maverick,7920625.0
2022,Independence Day,33658614.0,27.0,Minions: The Rise of Gru,16077100.0
2022,Independence Day Weekend,223580059.0,40.0,Minions: The Rise of Gru,123087240.0
2022,Memorial Day,46104550.0,35.0,Top Gun: Maverick,33807521.0
2022,Memorial Day Weekend,223364859.0,47.0,Top Gun: Maverick,160514980.0
2022,Easter,24558467.0,27.0,Fantastic Beasts: The Secrets of Dumbledore,8313094.0
2022,Easter Weekend,119498996.0,28.0,Fantastic Beasts: The Secrets of Dumbledore,45832542.0
2022,President's Day,16906848.0,39.0,Uncharted,7305676.0
2022,President's Day Weekend,111455709.0,51.0,Uncharted,51315831.0
2022,MLK Day,13547490.0,27.0,Spider-Man: No Way Home,4555918.0
2022,MLK Day Weekend,85074757.0,37.0,Scream,33855611.0
2022,New Year's Day,40328448.0,26.0,Spider-Man: No Way Home,23112936.0
2022,New Year Weekend,136047635.0,39.0,Avatar: The Way of Water,88820777.0
2023,New Year's Eve,25921809.0,43.0,Wonka,5208897.0
2023,Christmas Day,63181592.0,44.0,The Color Purple,18151050.0
2023,Christmas Weekend,157512234.0,47.0,Aquaman and the Lost Kingdom,38133816.0
2023,Post-Thanksgiving Weekend,97128796.0,54.0,Renaissance: A Film by Beyoncé,21801216.0
2023,Thanksgiving Weekend,115988162.0,55.0,The Hunger Games: The Ballad of Songbirds & Snakes,29042517.0
2023,Thanksgiving 4-Day Weekend,138577426.0,39.0,The Hunger Games: The Ballad of Songbirds & Snakes,34924898.0
2023,Thanksgiving,22732139.0,33.0,The Hunger Games: The Ballad of Songbirds & Snakes,5882381.0
2023,Thanksgiving 5-Day Weekend,173232838.0,43.0,The Hunger Games: The Ballad of Songbirds & Snakes,42206080.0
2023,Halloween,10319901.0,36.0,Five Nights at Freddy's,5249255.0
2023,Indigenous People's Day,10022782.0,45.0,The Exorcist: Believer,2381205.0
2023,Indigenous People's Day Weekend,82603687.0,49.0,The Exorcist: Believer,28878805.0
2023,Labor Day,25795986.0,40.0,The Equalizer 3,8211204.0
2023,Labor Day Weekend,115071858.0,61.0,The Equalizer 3,42815433.0
2023,Independence Day,40231019.0,24.0,Sound of Freedom,14242063.0
2023,Independence Day Weekend,196326530.0,30.0,Indiana Jones and the Dial of Destiny,83860951.0
2023,Memorial Day,40549480.0,36.0,The Little Mermaid,23240863.0
2023,Memorial Day Weekend,203750914.0,61.0,The Little Mermaid,118818903.0
2023,Easter,48714791.0,36.0,The Super Mario Bros. Movie,34567680.0
2023,Easter Weekend,231916311.0,39.0,The Super Mario Bros. Movie,166472810.0
2023,President's Day,22125148.0,36.0,Ant-Man and the Wasp: Quantumania,14284967.0
2023,President's Day Weekend,166970765.0,57.0,Ant-Man and the Wasp: Quantumania,120394617.0
2023,MLK Day,21708737.0,32.0,Avatar: The Way of Water,7056071.0
2023,MLK Day Weekend,124779112.0,43.0,Avatar: The Way of Water,39880755.0
2023,New Year's Day,36533901.0,31.0,Avatar: The Way of Water,24519161.0
2023,New Year Weekend,145153773.0,53.0,Wonka,29113968.0
2024,New Year's Eve,31216937.0,40.0,Sonic the Hedgehog 3,7274167.0
2024,Christmas Day,60923526.0,39.0,Mufasa: The Lion King,14722175.0
2024,Post-Thanksgiving Weekend,137239986.0,68.0,Moana 2,51287053.0
2024,Thanksgiving Weekend,276799127.0,53.0,Moana 2,139787385.0
2024,Thanksgiving 4-Day Weekend,333484695.0,36.0,Moana 2,167571983.0
2024,Thanksgiving,56869961.0,31.0,Moana 2,27784598.0
2024,Thanksgiving 5-Day Weekend,423943589.0,39.0,Moana 2,225441826.0
2024,Halloween,8535276.0,45.0,Venom: The Last Dance,2802359.0
2024,Indigenous People's Day,12712199.0,44.0,The Wild Robot,3506865.0
2024,Indigenous People's Day Weekend,85740787.0,52.0,Terrifier 3,21522715.0
2024,Labor Day,23362046.0,44.0,Deadpool & Wolverine,4096817.0
2024,Labor Day Weekend,104893099.0,58.0,Deadpool & Wolverine,19566129.0
2024,Independence Day,42120106.0,35.0,Despicable Me 4,20398275.0
2024,Memorial Day,30416681.0,31.0,The Garfield Movie,7249276.0
2024,Memorial Day Weekend,132272874.0,54.0,Furiosa: A Mad Max Saga,32343145.0
2024,Easter,30779437.0,43.0,Godzilla x Kong: The New Empire,16784910.0
2024,Easter Weekend,152655647.0,46.0,Godzilla x Kong: The New Empire,87757888.0
2024,President's Day,15301412.0,43.0,Bob Marley: One Love,4974818.0
2024,President's Day Weekend,94237683.0,51.0,Bob Marley: One Love,33633822.0
2024,MLK Day,19947590.0,44.0,Mean Girls,4975603.0
2024,MLK Day Weekend,116912802.0,52.0,Mean Girls,33610910.0
2024,New Year's Day,32233522.0,45.0,Wonka,6636962.0
