Year,Rank,Release Group,Worldwide,Domestic,Foreign
2003,150,Deliver Us from Eva,17573594.0,17573594.0,0.0
2003,151,A Guy Thing,17432163.0,15545431.0,1886732.0
2003,152,Would I Lie to You? 2,17317084.0,0.0,17317084.0
2003,153,House of 1000 Corpses,16829545.0,12634962.0,4194583.0
2003,154,House of Sand and Fog,16763804.0,13040288.0,3723516.0
2003,155,Dogville,16680836.0,1535286.0,15145550.0
2003,156,Facing Windows,15530077.0,543354.0,14986723.0
2003,157,Zelary,15461305.0,330033.0,15131272.0
2003,158,Alex & Emma,15368897.0,14218698.0,1150199.0
2003,159,The Dreamers,15121165.0,2532228.0,12588937.0
2003,160,Oldboy,14980005.0,707481.0,14272524.0
2003,161,Battle Royale II,14899584.0,0.0,14899584.0
2003,162,One Piece: Dead End Adventure,14817006.0,0.0,14817006.0
2003,163,The Triplets of Belleville,14776760.0,7007149.0,7769611.0
2003,164,Together,14687167.0,1151941.0,13535226.0
2003,165,How to Deal,14390329.0,14195227.0,195102.0
2003,166,Football Days,14117202.0,0.0,14117202.0
2003,167,Touching the Void,13885802.0,4593598.0,9292204.0
2003,168,House of the Dead,13818181.0,10249719.0,3568462.0
2003,169,Anything Else,13585075.0,3212310.0,10372765.0
2003,170,Kal Ho Naa Ho,13200241.0,1991922.0,11208319.0
2003,171,The Barbarian Invasions,13065317.0,5109226.0,7956091.0
2003,172,Onmyoji 2,13022862.0,0.0,13022862.0
2003,173,The Divorce,12991996.0,9081057.0,3910939.0
2003,174,Gods and Generals,12923936.0,12882934.0,41002.0
2003,175,"Remember Me, My Love",12671306.0,227986.0,12443320.0
2003,176,Chasing Papi,12661189.0,6130049.0,6531140.0
2003,177,Winged Migration 2003 Re-release,12634963.0,10764402.0,1870561.0
2003,178,Seducing Doctor Lewis,12504038.0,9354342.0,3149696.0
2003,179,Monsieur Ibrahim,12364836.0,2823890.0,9540946.0
2003,180,Koi... Mil Gaya,12168232.0,671372.0,11496860.0
2003,181,Dark Blue,12150301.0,9250301.0,2900000.0
2003,182,Beyond Borders,11705002.0,4430101.0,7274901.0
2003,183,The Dope,11289473.0,0.0,11289473.0
2003,184,Kamen Rider 555: Paradise Lost,11067556.0,0.0,11067556.0
2003,185,Godzilla: Tokyo S.O.S.,10724345.0,0.0,10724345.0
2003,186,The Cooler,10464788.0,8291572.0,2173216.0
2003,187,A Touch of Spice,10395779.0,0.0,10395779.0
2003,188,Thirteen,10128960.0,4601043.0,5527917.0
2003,189,Kisarazu Cat's Eye: Nihon Series,10029866.0,0.0,10029866.0
2003,190,Elephant,10012022.0,1266955.0,8745067.0
2003,191,Shin Chan: The Adult Empire Strikes Back,9851449.0,0.0,9851449.0
2003,192,My Life Without Me,9726954.0,400948.0,9326006.0
2003,193,The Young Black Stallion,9638389.0,6751389.0,2887000.0
2003,194,Married for 7 Years,9545175.0,0.0,9545175.0
2003,195,Veronica Guerin,9439660.0,1571504.0,7868156.0
2003,196,The Flying Classroom,9378807.0,0.0,9378807.0
2003,197,Après Vous,8852763.0,830292.0,8022471.0
2003,198,"Spring, Summer, Fall, Winter... and Spring",8842593.0,2380788.0,6461132.0
2003,199,18 Years Later,8785730.0,25611.0,8760119.0
2003,200,Le coeur des hommes,8755325.0,0.0,8755325.0
2004,1,Shrek 2,929099056.0,441550292.0,487534523.0
2004,2,Harry Potter and the Prisoner of Azkaban,795634069.0,249541069.0,546093000.0
2004,3,Spider-Man 2,783766341.0,373585825.0,410180516.0
2004,4,The Incredibles,631442092.0,261441092.0,370001000.0
2004,5,The Passion of the Christ,609493825.0,370274604.0,239219221.0
2004,6,The Day After Tomorrow,552639571.0,186740799.0,365898772.0
2004,7,Meet the Fockers,522657936.0,279261160.0,243396776.0
2004,8,Troy,497409852.0,133378256.0,364031596.0
2004,9,Shark Tale,374583879.0,160861908.0,213721971.0
2004,10,Ocean's Twelve,362744280.0,125544280.0,237200000.0
2004,11,"I, Robot",353133898.0,144801023.0,208332875.0
2004,12,National Treasure,347512318.0,173008894.0,174503424.0
2004,13,Van Helsing,300157638.0,120177084.0,179980554.0
2004,14,The Bourne Supremacy,290633422.0,176241941.0,114391481.0
2004,15,The Polar Express,286000505.0,162775358.0,123225147.0
2004,16,Bridget Jones: The Edge of Reason,265126918.0,40226215.0,224900703.0
2004,17,Howl's Moving Castle,235184110.0,4711096.0,230473014.0
2004,18,Fahrenheit 9/11,222446882.0,119194771.0,103252111.0
2004,19,Collateral,220240655.0,101005703.0,119234222.0
2004,20,The Terminal,218685607.0,77872883.0,140812724.0
2004,21,Million Dollar Baby,216763646.0,100492203.0,116271443.0
2004,22,The Aviator,213719942.0,102610330.0,111109612.0
2004,23,A Series of Unfortunate Events,211468235.0,118634549.0,92833686.0
2004,24,King Arthur,203567857.0,51882244.0,151685613.0
2004,25,Garfield: The Movie,203172417.0,75369589.0,127802828.0
2004,26,50 First Dates,198413428.0,120908074.0,77505354.0
2004,27,The Grudge,187281115.0,110359362.0,76921753.0
2004,28,Scooby-Doo 2: Monsters Unleashed,181216833.0,84216833.0,97000000.0
2004,29,Along Came Polly,178311729.0,88097164.0,90214565.0
2004,30,Alien vs. Predator,177427090.0,80282231.0,97144859.0
2004,31,Starsky & Hutch,170268750.0,88237754.0,82030996.0
2004,32,Shall We Dance?,170128460.0,57890460.0,112238000.0
2004,33,Dodgeball: A True Underdog Story,168423227.0,114326736.0,54096491.0
2004,34,Alexander,167298192.0,34297191.0,133001001.0
2004,35,The Phantom of the Opera,154648887.0,51268815.0,103380072.0
2004,36,Kill Bill: Vol. 2,152159461.0,66208183.0,85951278.0
2004,37,Home on the Range,145358062.0,50030461.0,95327601.0
2004,38,The SpongeBob SquarePants Movie,140193407.0,85417988.0,54775005.0
2004,39,The Princess Diaries 2: Royal Engagement,134734481.0,95170481.0,39564000.0
2004,40,Blade: Trinity,131883935.0,52411906.0,79472029.0
2004,41,Man on Fire,130834852.0,77911774.0,52923078.0
2004,42,Mean Girls,130136790.0,86058055.0,44067774.0
2004,43,Resident Evil: Apocalypse,129342769.0,51201453.0,78141316.0
2004,44,Ray,123971376.0,75331600.0,48639776.0
2004,45,The Notebook,118108782.0,81001787.0,37085800.0
2004,46,The Forgotten,117592831.0,67133509.0,50459322.0
2004,47,Finding Neverland,116650613.0,51680613.0,64970000.0
2004,48,The Chronicles of Riddick,115900534.0,57761012.0,58139522.0
2004,49,Closer,115505027.0,33987757.0,81517270.0
2004,50,White Chicks,113086475.0,70831760.0,42254715.0
2004,51,Sideways,109706931.0,71503593.0,38203338.0
2004,52,Hidalgo,108040622.0,67303450.0,40737172.0
2004,53,The Stepford Wives,103370127.0,59484742.0,43885385.0
2004,54,Saw,103096345.0,55185045.0,47911300.0
2004,55,Dawn of the Dead,102278712.0,59020957.0,43257755.0
2004,56,Kung Fu Hustle,100912445.0,17108591.0,83803854.0
2004,57,Ladder 49,100572044.0,74541707.0,26030337.0
2004,58,Hellboy,99318987.0,59623958.0,39695029.0
2004,59,The Butterfly Effect,96693728.0,57938693.0,38754724.0
2004,60,Christmas with the Kranks,96572480.0,73780539.0,22791941.0
2004,61,13 Going on 30,96455697.0,57231747.0,39223950.0
2004,62,The Manchurian Candidate,96105910.0,65955630.0,30150280.0
2004,63,Secret Window,92913171.0,48022900.0,44890271.0
2004,64,House of Flying Daggers,92863945.0,11050094.0,81813851.0
2004,65,Downfall,92181574.0,5509040.0,86672534.0
2004,66,Anchorman: The Legend of Ron Burgundy,90650474.0,85288303.0,5361427.0
2004,67,Catwoman,82402379.0,40202379.0,42200000.0
2004,68,The Chorus,82032134.0,2087128.0,79945006.0
2004,69,Exorcist: The Beginning,78110021.0,41821986.0,36288035.0
2004,70,The Ladykillers,76665191.0,39799191.0,36866000.0
2004,71,(T)Raumschiff Surprise - Periode 1,76341401.0,0.0,76341401.0
2004,72,Crying Out Love in the Center of the World,73611055.0,0.0,73611055.0
2004,73,Without a Paddle,73029190.0,58169327.0,14859863.0
2004,74,Eternal Sunshine of the Spotless Mind,72998717.0,34400301.0,38586043.0
2004,75,Around the World in 80 Days,72178895.0,24008137.0,48170758.0
2004,76,Anacondas: The Hunt for the Blood Orchid,70992898.0,32238923.0,38753975.0
2004,77,Taxi 2004 Re-release,70778329.0,36611066.0,34167263.0
2004,78,A Cinderella Story,70080371.0,51438175.0,18629734.0
2004,79,Tae Guk Gi: The Brotherhood of War,69827583.0,1111061.0,68716522.0
2004,80,A Very Long Engagement,69424389.0,6524389.0,62900000.0
2004,81,Barbershop 2: Back in Business,65991448.0,65111277.0,880171.0
2004,82,Taking Lives,65470529.0,32682342.0,32788187.0
2004,83,Miracle,64445708.0,64378093.0,67615.0
2004,84,After the Sunset,62657868.0,28331233.0,34326635.0
2004,85,Two Brothers,62172050.0,19176754.0,42995296.0
2004,86,Friday Night Lights,61950770.0,61255921.0,694849.0
2004,87,In Good Company,61315215.0,45806659.0,15508556.0
2004,88,Sky Captain and the World of Tomorrow,57947036.0,37762677.0,20184359.0
2004,89,Cellular,57678321.0,32003620.0,25674701.0
2004,90,The Motorcycle Diaries,57663224.0,16781387.0,40881837.0
2004,91,Seven Dwarves,57410311.0,0.0,57410311.0
2004,92,Walking Tall,57223890.0,46437717.0,10786173.0
2004,93,Spanglish,55470154.0,42726869.0,12743285.0
2004,94,The Punisher,54700105.0,33810189.0,20889916.0
2004,95,Open Water,54683487.0,30610863.0,24072624.0
2004,96,Team America: World Police,50826898.0,32786074.0,18040824.0
2004,97,You Got Served,50576805.0,40363810.0,10212995.0
2004,98,Raising Helen,49718611.0,37486512.0,12232099.0
2004,99,Fat Albert,48551322.0,48116322.0,435000.0
2004,100,Be with You,46616207.0,0.0,46616207.0
2004,101,Napoleon Dynamite,46118097.0,44540956.0,1577141.0
2004,102,The Sea Inside,43685449.0,2104923.0,41580526.0
2004,103,Wimbledon,41682237.0,17001133.0,24681104.0
2004,104,Twisted,40954603.0,25198598.0,15756005.0
2004,105,Bad Education,40350837.0,5211842.0,35138995.0
2004,106,Crimson Rivers 2: Angels of the Apocalypse,40152148.0,152148.0,40000000.0
2004,107,The Prince and Me,37666766.0,28176497.0,9490269.0
2004,108,Garden State,35825316.0,26782316.0,9043000.0
2004,109,Jersey Girl,35492921.0,25268157.0,10224764.0
2004,110,Alfie,35060882.0,13399812.0,21661070.0
2004,111,Flight of the Phoenix,35021497.0,21009180.0,14012317.0
2004,112,The Life Aquatic with Steve Zissou,34808403.0,24020403.0,10788000.0
2004,113,Pokémon the Movie: Destiny Deoxys,34337258.0,0.0,34337258.0
2004,114,Hotel Rwanda,33882243.0,23530892.0,10351351.0
2004,115,Confessions of a Teenage Drama Queen,33251890.0,29331068.0,3920822.0
2004,116,Night Watch,32396890.0,0.0,32396890.0
2004,117,Johnson Family Vacation,31326183.0,31203964.0,122219.0
2004,118,The Girl Next Door,30381722.0,14589444.0,15792278.0
2004,119,Shaun of the Dead,30168182.0,13671664.0,16496518.0
2004,120,Godsend,30120671.0,14379751.0,15740920.0
2004,121,Yu-Gi-Oh!: The Movie,29144802.0,19765868.0,9378934.0
2004,122,Agent Cody Banks 2: Destination London,28818995.0,23630159.0,5188836.0
2004,123,Thunderbirds,28283637.0,6880917.0,21402720.0
2004,124,Dirty Dancing: Havana Nights,27685016.0,14161590.0,13523426.0
2004,125,Ella Enchanted,27388767.0,22918387.0,4470380.0
2004,126,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,26663978.0,0.0,26663978.0
2004,127,The Whole Ten Yards,26170671.0,16328471.0,9842200.0
2004,128,The Alamo,25819961.0,22414961.0,3405000.0
2004,129,Seed of Chucky,24829644.0,17083732.0,7745912.0
2004,130,Bride & Prejudice,24716440.0,6605592.0,18110848.0
2004,131,Podium,24511116.0,0.0,24511116.0
2004,132,Harold & Kumar Go to White Castle,23936908.0,18250550.0,5686358.0
2004,133,Birth,23925492.0,5095038.0,18830454.0
2004,134,Christmas in Love,22668087.0,0.0,22668087.0
2004,135,Detective Conan: Magician of the Silver Sky,22618511.0,0.0,22618511.0
2004,136,EuroTrip,22605153.0,17771387.0,4833766.0
2004,137,Quill: The Life of a Guide Dog,22298559.0,0.0,22298559.0
2004,138,NASCAR: The IMAX Experience,22248831.0,21583831.0,665000.0
2004,139,Little Black Book,22035509.0,20698668.0,1336841.0
2004,140,Do You Know Claudia?,21852972.0,0.0,21852972.0
2004,141,Mr. 3000,21839377.0,21811187.0,28190.0
2004,142,Wicker Park,21568818.0,13001257.0,8567561.0
2004,143,Win a Date with Tad Hamilton!,21513434.0,17071962.0,4441472.0
2004,144,The Merchant of Venice,21417725.0,3765585.0,17652140.0
2004,145,New York Minute,21289826.0,14071441.0,7218385.0
2004,146,Mindhunters,21148829.0,4480744.0,16668085.0
2004,147,G.O.R.A.,20839049.0,0.0,20839049.0
2004,148,Super Size Me,20645757.0,11536423.0,9109334.0
2004,149,The 11 Commandments,20537839.0,0.0,20537839.0
2004,150,Ladies in Lavender,20377075.0,6765081.0,13611994.0
2004,151,Melinda and Melinda,20129327.0,3826280.0,16303047.0
2004,152,I Heart Huckabees,20072172.0,12785432.0,7286740.0
2004,153,2046,19470239.0,1444588.0,18025651.0
2004,154,Vanity Fair,19463185.0,16136476.0,3326709.0
2004,155,Windstruck,19225992.0,0.0,19225992.0
2004,156,Swing Girls,19138090.0,0.0,19138090.0
2004,157,The Corsican File,18922216.0,0.0,18922216.0
2004,158,Look at Me,18729751.0,1737308.0,16992443.0
2004,159,De-Lovely,18611951.0,13456633.0,5155318.0
2004,160,My Baby's Daddy,18490423.0,17669317.0,821106.0
2004,161,Quai des illusions,18291248.0,0.0,18291248.0
2004,162,Kinsey,17050017.0,10254979.0,6795038.0
2004,163,Catch That Kid,16951702.0,16703799.0,247903.0
2004,164,Paparazzi,16796512.0,15714234.0,1082278.0
2004,165,One Missed Call,16367880.0,0.0,16367880.0
2004,166,"Nin x Nin: Ninja Hattori-kun, the Movie",16351134.0,0.0,16351134.0
2004,167,What the #$*! Do We (K)now!?,15998178.0,10942306.0,5055872.0
2004,168,Lucky Luke and the Daltons,15823762.0,0.0,15823762.0
2004,169,Before Sunset,15758027.0,5820649.0,9931738.0
2004,170,Surviving Christmas,15125687.0,11663156.0,3462531.0
2004,171,The Last Trapper,14905929.0,0.0,14905929.0
2004,172,Raise Your Voice,14867514.0,10411980.0,4455534.0
2004,173,Soul Plane,14821824.0,14190750.0,631074.0
2004,174,Half a Confession,14638660.0,0.0,14638660.0
2004,175,Welcome to Mooseport,14615099.0,14470947.0,144152.0
2004,176,Envy,14494036.0,13562325.0,931711.0
2004,177,Being Julia,14339171.0,7739049.0,6600122.0
2004,178,Vizontele Tuuba,13954476.0,0.0,13954476.0
2004,179,French Spies,13844465.0,0.0,13844465.0
2004,180,Der Wixxer,13607165.0,0.0,13607165.0
2004,181,One Piece: The Cursed Holy Sword,13422333.0,0.0,13422333.0
2004,182,Umizaru,13361623.0,0.0,13361623.0
2004,183,RRRrrrr!!!,13315054.0,54361.0,13260693.0
2004,184,Vera Drake,13267869.0,3775283.0,9492586.0
2004,185,Mariages!,12991310.0,0.0,12991310.0
2004,186,Maria Full of Grace,12594630.0,6529624.0,6065006.0
2004,187,Breakin' All the Rules,12544254.0,12264319.0,279935.0
2004,188,The Clearing,12520799.0,5763875.0,6756924.0
2004,189,Casshern,12353768.0,0.0,12353768.0
2004,190,Chasing Liberty,12313323.0,12195626.0,117697.0
2004,191,Don't Move,12071007.0,337265.0,11733742.0
2004,192,Kureyon Shin-chan 2004 Re-release,12066375.0,0.0,12066375.0
2004,193,The Cookout,12009070.0,11814019.0,195051.0
2004,194,Layer Cake,11850214.0,2339957.0,9510257.0
2004,195,Suspect Zero,11416075.0,8725813.0,2690262.0
2004,196,Connie and Carla,11341016.0,8085771.0,3255245.0
2004,197,Naruto the Movie: Ninja Clash in the Land of Snow,11141307.0,0.0,11141307.0
2004,198,Head-On,11030861.0,435395.0,10595466.0
2004,199,District B13,10976892.0,1200216.0,9776676.0
2004,200,The Perfect Score,10898337.0,10391003.0,507334.0
2005,1,Harry Potter and the Goblet of Fire,895921036.0,290013036.0,605908000.0
2005,2,Star Wars: Episode III - Revenge of the Sith,849997605.0,380270577.0,469727028.0
2005,3,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",745013115.0,291710957.0,453302158.0
2005,4,War of the Worlds,603873119.0,234280354.0,369592765.0
2005,5,King Kong,556906378.0,218080025.0,338826353.0
2005,6,Madagascar,542063846.0,193595521.0,348468325.0
2005,7,Mr. & Mrs. Smith,487287646.0,186336279.0,300951367.0
2005,8,Charlie and the Chocolate Factory,474968763.0,206459076.0,268509687.0
2005,9,Batman Begins,373443774.0,205343774.0,168100000.0
2005,10,Hitch,371594210.0,179495555.0,192098655.0
2005,11,Fantastic Four,333535934.0,154696080.0,178839854.0
2005,12,Chicken Little,314432837.0,135386665.0,179046172.0
2005,13,Wedding Crashers,288467645.0,209255921.0,79211724.0
2005,14,Robots,262511490.0,128200012.0,134311478.0
2005,15,Constantine,230884728.0,75976178.0,154908550.0
2005,16,Flightplan,223387299.0,89707299.0,133680000.0
2005,17,Kingdom of Heaven,218122627.0,47398413.0,170724214.0
2005,18,Fun with Dick and Jane,204681899.0,110332737.0,94349162.0
2005,19,The Pacifier,198636868.0,113086868.0,85550000.0
2005,20,Wallace & Gromit: The Curse of the Were-Rabbit,192614977.0,56110897.0,136504080.0
2005,21,The Longest Yard,191466556.0,158119460.0,33347096.0
2005,22,Walk the Line,186797986.0,119519402.0,67278584.0
2005,23,Brokeback Mountain,178062759.0,83043761.0,95018998.0
2005,24,The 40-Year-Old Virgin,177378645.0,109449237.0,67929408.0
2005,25,The Ring Two,163995949.0,76231249.0,87764700.0
2005,26,The Island,162949164.0,35818913.0,127130251.0
2005,27,The Interpreter,162944923.0,72708161.0,90236762.0
2005,28,Memoirs of a Geisha,162242962.0,57490508.0,104752454.0
2005,29,Sin City,158733820.0,74103820.0,84630000.0
2005,30,Monster-in-Law,155457327.0,82931301.0,72526026.0
2005,31,Saw II,147748505.0,87039965.0,60708540.0
2005,32,The Exorcism of Emily Rose,145166804.0,75072454.0,70094350.0
2005,33,Herbie: Fully Loaded,144146816.0,66023816.0,78123000.0
2005,34,The Legend of Zorro,142400065.0,46464023.0,95936042.0
2005,35,Bewitched,131426169.0,63313159.0,68113010.0
2005,36,Munich,130982129.0,47403685.0,83578444.0
2005,37,Cheaper by the Dozen 2,130154568.0,82571173.0,47583395.0
2005,38,March of the Penguins,127392693.0,77437223.0,49955470.0
2005,39,Nanny McPhee,123276807.0,47144110.0,76132697.0
2005,40,Hide and Seek,123204920.0,51100486.0,72104434.0
2005,41,Pride & Prejudice,120848855.0,38591603.0,82163069.0
2005,42,Sahara,119240351.0,68671925.0,50568426.0
2005,43,Corpse Bride,117195061.0,53359111.0,63835950.0
2005,44,The Dukes of Hazzard,111069515.0,80270227.0,30799288.0
2005,45,Hoodwinked,110013167.0,51386611.0,58626556.0
2005,46,Cinderella Man,108539911.0,61649911.0,46890000.0
2005,47,The Amityville Horror,107516369.0,65233369.0,42283000.0
2005,48,The Brothers Grimm,105316267.0,37916267.0,67400000.0
2005,49,The Hitchhiker's Guide to the Galaxy,104478416.0,51085416.0,53393000.0
2005,50,Guess Who,103121466.0,68915888.0,34205578.0
2005,51,Just Like Heaven,102854431.0,48318130.0,54536301.0
2005,52,Miss Congeniality 2: Armed & Fabulous,101393569.0,48478006.0,52915563.0
2005,53,Crash,98410061.0,54580300.0,43829761.0
2005,54,Are We There Yet?,97918663.0,82674398.0,15244265.0
2005,55,Jarhead,97076152.0,62658220.0,34417932.0
2005,56,Red Eye,96258201.0,57891803.0,38366398.0
2005,57,Be Cool,95763716.0,56046979.0,39716737.0
2005,58,The Skeleton Key,93983911.0,47907715.0,46076196.0
2005,59,Syriana,93974620.0,50824620.0,43150000.0
2005,60,The Family Stone,92884429.0,60062868.0,32821561.0
2005,61,Four Brothers,92374674.0,74494381.0,17880293.0
2005,62,White Noise,91196419.0,56386759.0,34809660.0
2005,63,Racing Stripes,90754475.0,49772522.0,40981953.0
2005,64,Transporter 2,89083229.0,43095856.0,45987373.0
2005,65,Rumor Has It...,88933562.0,43000262.0,45933300.0
2005,66,Sky High,86369815.0,63946815.0,22423000.0
2005,67,Match Point,85638656.0,23151529.0,62487127.0
2005,68,In Her Shoes,83697473.0,32880591.0,50816882.0
2005,69,The Constant Gardener,82466670.0,33579797.0,48886873.0
2005,70,Stealth,79268322.0,32116746.0,47151576.0
2005,71,Hostage,77608617.0,34639939.0,42968678.0
2005,72,Coach Carter,76669554.0,67264877.0,9404677.0
2005,73,The King and the Clown,74466867.0,0.0,74466867.0
2005,74,"Yours, Mine & Ours",72662923.0,53412862.0,19250061.0
2005,75,Lord of War,72617068.0,24149632.0,48467436.0
2005,76,The Adventures of Sharkboy and Lavagirl 3-D,71992655.0,39177684.0,32814971.0
2005,77,xXx: State of the Union,71410636.0,26873932.0,44536704.0
2005,78,House of Wax,68766121.0,32064800.0,36701321.0
2005,79,Prime,67937494.0,22827153.0,45110341.0
2005,80,Boogeyman,67192859.0,46752382.0,20440477.0
2005,81,Zathura: A Space Adventure,65079236.0,29258869.0,35820235.0
2005,82,Valiant,61746888.0,19478106.0,42268782.0
2005,83,A History of Violence,61385065.0,31504633.0,29880432.0
2005,84,Son of the Mask,59981548.0,17018422.0,42963126.0
2005,85,Must Love Dogs,58231520.0,43894863.0,14336657.0
2005,86,Doom,58072119.0,28212337.0,29859782.0
2005,87,Derailed,57479076.0,36024076.0,21455000.0
2005,88,The Descent,57051053.0,26024456.0,31026597.0
2005,89,Elektra,56995646.0,24409722.0,32585924.0
2005,90,Kicking & Screaming,56070433.0,52842724.0,3227709.0
2005,91,"Good Night, and Good Luck.",54641191.0,31558003.0,23083188.0
2005,92,Æon Flux,53321673.0,25874337.0,27447336.0
2005,93,Pooh's Heffalump Movie,52858433.0,18098433.0,34760000.0
2005,94,Elizabethtown,52164016.0,26850426.0,25313590.0
2005,95,Just Friends,50912434.0,32619671.0,18292763.0
2005,96,Unleashed,50871113.0,24537621.0,26333492.0
2005,97,Diary of a Mad Black Woman,50652203.0,50633099.0,19104.0
2005,98,Fever Pitch,50605163.0,42071069.0,8534094.0
2005,99,Capote,49327405.0,28750530.0,20576875.0
2005,100,Broken Flowers,47329961.0,13744960.0,33585001.0
2005,101,The Wedding Date,47096206.0,31726995.0,15369211.0
2005,102,Land of the Dead,47074133.0,20700082.0,26374051.0
2005,103,Get Rich or Die Tryin',46563961.0,30985352.0,15578609.0
2005,104,The Fog,46201432.0,29550869.0,16650563.0
2005,105,Into the Blue,46117696.0,18801234.0,27316462.0
2005,106,Deuce Bigalow: European Gigolo,45109561.0,22400154.0,22709407.0
2005,107,Dark Water 2005 Re-release,44347079.0,25473352.0,18873727.0
2005,108,A Lot Like Love,42886719.0,21845719.0,21041000.0
2005,109,Oliver Twist,42580321.0,2080321.0,40500000.0
2005,110,The Sisterhood of the Traveling Pants,42013878.0,39053061.0,2960817.0
2005,111,Serenity,40445129.0,25514517.0,14930612.0
2005,112,The Ringer,40442443.0,35428675.0,5013768.0
2005,113,Magnificent Desolation: Walking on the Moon,40339402.0,34137524.0,6201878.0
2005,114,Yamato,39287114.0,0.0,39287114.0
2005,115,Dreamer,38741732.0,32751093.0,5990639.0
2005,116,Always: Sunset on Third Street,38573583.0,0.0,38573583.0
2005,117,The Producers,38075318.0,19398532.0,18676786.0
2005,118,Casanova,37691644.0,11304403.0,26387241.0
2005,119,Pokémon: Lucario and the Mystery of Mew,37616466.0,0.0,37616466.0
2005,120,Beauty Shop,37245453.0,36351350.0,894103.0
2005,121,Negotiator: Mashita Masayoshi,36733286.0,0.0,36733286.0
2005,122,Assault on Precinct 13,35294470.0,20040895.0,15253575.0
2005,123,Nana,34671042.0,0.0,34671042.0
2005,124,Wild Safari - A South African Adventure,34257135.0,16621530.0,17635605.0
2005,125,Bad News Bears,34252847.0,32868349.0,1384498.0
2005,126,Because of Winn-Dixie,33589427.0,32647042.0,942385.0
2005,127,The Cave,33296457.0,15007991.0,18288466.0
2005,128,Marathon,33284089.0,0.0,33284089.0
2005,129,The Brice Man,33026616.0,0.0,33026616.0
2005,130,Cry Wolf,32586408.0,10047674.0,22538734.0
2005,131,The Suspect: Muroi Shinji,32104229.0,0.0,32104229.0
2005,132,Marrying the Mafia 2: Enemy-in-Law,31835989.0,0.0,31835989.0
2005,133,Welcome to Dongmakgol,31787130.0,0.0,31787130.0
2005,134,Rent,31670620.0,29077547.0,2593073.0
2005,135,The New World 2005 Re-release,31510855.0,12712093.0,18798762.0
2005,136,Train Man,31090100.0,0.0,31090100.0
2005,137,The Promise,30925693.0,669625.0,30256068.0
2005,138,Wolf Creek,30762648.0,16188180.0,14574468.0
2005,139,Two for the Money,30526509.0,22991379.0,7535130.0
2005,140,Cursed,29621722.0,19297522.0,10324200.0
2005,141,The Upside of Anger,28237488.0,18761993.0,9475495.0
2005,142,Mrs. Henderson Presents,27876417.0,11036366.0,16840051.0
2005,143,Ice Princess,27645491.0,24402491.0,3243000.0
2005,144,Goal! The Dream Begins,27610873.0,4283255.0,23327618.0
2005,145,The Protector,27165581.0,12044087.0,15121494.0
2005,146,Doogal,26711924.0,7438000.0,19273924.0
2005,147,Typhoon,26179656.0,139059.0,26040597.0
2005,148,9th Company,26146165.0,0.0,26146165.0
2005,149,Natale a Miami,25643184.0,0.0,25643184.0
2005,150,The Tiger and the Snow,25460023.0,10167.0,25449856.0
2005,151,North Country,25211175.0,18337722.0,6873453.0
2005,152,April Snow,24873159.0,0.0,24873159.0
2005,153,I Love You in Every Language in the World,23941317.0,0.0,23941317.0
2005,154,Lady Vengeance,23834149.0,211667.0,23622482.0
2005,155,Russian Dolls,23727301.0,326095.0,23401206.0
2005,156,Hustle & Flow,23563727.0,22202809.0,1360918.0
2005,157,Another Public Enemy,23248003.0,0.0,23248003.0
2005,158,Domino,22944502.0,10169202.0,12775300.0
2005,159,The White Massai,22632255.0,0.0,22632255.0
2005,160,Manual of Love,22079820.0,0.0,22079820.0
2005,161,Torrente 3: El protector,21762391.0,0.0,21762391.0
2005,162,Man of the House,21577624.0,19699706.0,1877918.0
2005,163,Year One in the North,21360942.0,0.0,21360942.0
2005,164,The Jacket,21126225.0,6303762.0,14822463.0
2005,165,The Devil's Rejects,20901859.0,17044981.0,3856878.0
2005,166,A Moment to Remember,20865847.0,0.0,20865847.0
2005,167,Lorelei,19806585.0,0.0,19806585.0
2005,168,The Perfect Man,19770475.0,16535005.0,3235470.0
2005,169,Mapado,19286223.0,0.0,19286223.0
2005,170,The Weather Man,19126398.0,12482775.0,6643623.0
2005,171,Iznogoud- Caliph Instead of the Caliph,18725588.0,0.0,18725588.0
2005,172,Detective Conan: Strategy Above the Depths,18723952.0,0.0,18723952.0
2005,173,Waiting...,18637690.0,16124543.0,2513147.0
2005,174,An Unfinished Life,18618284.0,8586392.0,10031892.0
2005,175,My Father and My Son,18612999.0,0.0,18612999.0
2005,176,Keeping Mum,18575768.0,1619466.0,16956302.0
2005,177,The Turkish Gambit,18520000.0,0.0,18520000.0
2005,178,As It Is in Heaven,18318233.0,0.0,18318233.0
2005,179,The World's Fastest Indian,18297690.0,5128124.0,13169566.0
2005,180,Night Watch 2005 Re-release,17939389.0,1502188.0,16437201.0
2005,181,Joyeux Noel,17709155.0,1054361.0,16654794.0
2005,182,You Are My Sunshine,17650142.0,0.0,17650142.0
2005,183,Palais royal!,17612135.0,0.0,17612135.0
2005,184,Roll Bounce,17500866.0,17380866.0,120000.0
2005,185,Rebound,17492014.0,16809014.0,683000.0
2005,186,Stormy Night,17379776.0,0.0,17379776.0
2005,187,The Matador,17347231.0,12594698.0,4752533.0
