Year,Rank,Release Group,Worldwide,Domestic,Foreign
1977,1,Star Wars: Episode IV - A New Hope,307263857.0,307263857.0,0.0
1977,2,Smokey and the Bandit,126748082.0,126737428.0,87.0
1977,3,Close Encounters of the Third Kind,116396241.0,116395460.0,0.0
1977,4,Saturday Night Fever,94214336.0,94213184.0,0.0
1977,5,A Bridge Too Far,50750000.0,50750000.0,0.0
1977,6,The Deep,47346365.0,47346365.0,0.0
1977,7,The Spy Who Loved Me,46839295.0,46838673.0,0.0
1977,8,"Oh, God!",41687243.0,41687243.0,0.0
1977,9,Annie Hall,38252415.0,38251425.0,0.0
1977,10,Semi-Tough,37187139.0,37187139.0,0.0
1977,11,Pete's Dragon,35488000.0,35488000.0,0.0
1977,12,Heroes,33500000.0,33500000.0,0.0
1977,13,High Anxiety,31063038.0,31063038.0,0.0
1977,14,Exorcist II: The Heretic,30749142.0,30749142.0,0.0
1977,15,The Rescuers,29000120.0,29000000.0,0.0
1977,16,Slap Shot,28000000.0,28000000.0,0.0
1977,17,Herbie Goes to Monte Carlo,28000000.0,28000000.0,0.0
1977,18,The Gauntlet,26414658.0,26414658.0,0.0
1977,19,The Turning Point,25933445.0,25933445.0,0.0
1977,20,Freaky Friday,25642000.0,25642000.0,0.0
1977,21,The Other Side of Midnight,24652021.0,24652021.0,0.0
1977,22,Looking for Mr. Goodbar,22513493.0,22512655.0,0.0
1977,23,Julia,20714400.0,20714400.0,0.0
1977,24,The Bad News Bears in Breaking Training,19104350.0,19104350.0,0.0
1977,25,For the Love of Benji,17732000.0,17732000.0,0.0
1977,26,"New York, New York",16400658.0,16400000.0,0.0
1977,27,Black Sunday,15769322.0,15769322.0,0.0
1977,28,Orca,14717854.0,14717854.0,0.0
1977,29,Bobby Deerfield,9300000.0,9300000.0,0.0
1977,30,Islands in the Stream,5596173.0,5596173.0,0.0
1977,31,"Race for Your Life, Charlie Brown",3223888.0,3223888.0,0.0
1977,32,March or Die,1000000.0,1000000.0,0.0
1977,33,Joseph Andrews,839865.0,839865.0,0.0
1977,34,Citizens Band,815530.0,815530.0,0.0
1977,35,Fraternity Row,290674.0,290674.0,0.0
1977,36,Sorcerer,3556.0,0.0,0.0
1977,37,1900,420.0,0.0,0.0
1977,38,The Last Wave,280.0,0.0,0.0
1977,39,The American Friend,27.0,0.0,0.0
1978,1,Grease,159994471.0,159978870.0,1179.0
1978,2,Superman,134220479.0,134218018.0,2461.0
1978,3,National Lampoon's Animal House,120098342.0,120091123.0,7219.0
1978,4,Every Which Way But Loose,85196485.0,85196485.0,0.0
1978,5,Heaven Can Wait,81640278.0,81640278.0,0.0
1978,6,Hooper,78000000.0,78000000.0,0.0
1978,7,Jaws 2,77737272.0,77737272.0,0.0
1978,8,Revenge of the Pink Panther,49579269.0,49579269.0,0.0
1978,9,The Deer Hunter,48994659.0,48979328.0,12498.0
1978,10,Halloween,47001351.0,47000000.0,438.0
1978,11,Foul Play,44999621.0,44999621.0,0.0
1978,12,The End,44917151.0,44917151.0,0.0
1978,13,Up in Smoke,44364244.0,44364244.0,0.0
1978,14,Midnight Express,35000000.0,35000000.0,0.0
1978,15,Coming Home,32653905.0,32653905.0,0.0
1978,16,The Lord of the Rings,30474857.0,30471420.0,0.0
1978,17,House Calls,28460702.0,28460702.0,0.0
1978,18,Damien: Omen II,26518355.0,26518355.0,0.0
1978,19,Invasion of the Body Snatchers,24947762.0,24946533.0,0.0
1978,20,Convoy,22765081.0,22765081.0,0.0
1978,21,The Wiz,21049225.0,21049053.0,0.0
1978,22,F.I.S.T.,20388920.0,20388920.0,0.0
1978,23,Sgt. Pepper's Lonely Hearts Club Band,20378470.0,20378470.0,0.0
1978,24,Eyes of Laura Mars,20000077.0,20000000.0,77.0
1978,25,The One and Only,16928137.0,16928137.0,0.0
1978,26,Return from Witch Mountain,16393000.0,16393000.0,0.0
1978,27,Corvette Summer,15514367.0,15514367.0,0.0
1978,28,The Greek Tycoon,14672713.0,14672713.0,0.0
1978,29,Death on the Nile,14560084.0,14560084.0,0.0
1978,30,The Buddy Holly Story,14363400.0,14363400.0,0.0
1978,31,The Big Fix,13062708.0,13062708.0,0.0
1978,32,The Other Side of the Mountain: Part II,11565678.0,11565678.0,0.0
1978,33,Moment by Moment,10963824.0,10963824.0,0.0
1978,34,Interiors,10432366.0,10432366.0,0.0
1978,35,Straight Time,9900000.0,9900000.0,0.0
1978,36,Comes a Horseman,9585769.0,9585769.0,0.0
1978,37,American Hot Wax,7932571.0,7932571.0,0.0
1978,38,The Brink's Job,7909950.0,7909950.0,0.0
1978,39,Goin' South,7435671.0,7435671.0,0.0
1978,40,King of the Gypsies,7325177.0,7325177.0,0.0
1978,41,Force 10 from Navarone,7230000.0,7230000.0,0.0
1978,42,Paradise Alley,7185518.0,7185518.0,0.0
1978,43,The Bad News Bears Go to Japan,7092495.0,7092495.0,0.0
1978,44,International Velvet,7009238.0,7009238.0,0.0
1978,45,Blue Collar,6521083.0,6521083.0,0.0
1978,46,Pretty Baby,5786368.0,5786368.0,0.0
1978,47,Gray Lady Down,5438927.0,5438927.0,0.0
1978,48,Brass Target,5011158.0,5011158.0,0.0
1978,49,Caravans,3930501.0,3930501.0,0.0
1978,50,Days of Heaven,3452278.0,3446749.0,0.0
1978,51,Our Winning Season,1997705.0,1997705.0,0.0
1978,52,I Wanna Hold Your Hand,1944682.0,1944682.0,0.0
1978,53,Skateboard,1318823.0,1318823.0,0.0
1978,54,Uncle Joe Shannon,494797.0,494797.0,0.0
1978,55,Nunzio,52195.0,52195.0,0.0
1978,56,The Last Waltz,14412.0,0.0,0.0
1979,1,Kramer vs. Kramer,106260000.0,106260000.0,0.0
1979,2,The Amityville Horror,86432000.0,86432000.0,0.0
1979,3,Rocky II,85182160.0,85182160.0,0.0
1979,4,Star Trek: The Motion Picture,82258612.0,82258456.0,0.0
1979,5,Alien,78999751.0,78944891.0,54860.0
1979,6,Apocalypse Now,78977709.0,78784010.0,193699.0
1979,7,10,74865517.0,74865517.0,0.0
1979,8,The Jerk,73691419.0,73691419.0,0.0
1979,9,Moonraker,70308533.0,70308099.0,0.0
1979,10,The Muppet Movie,65850687.0,65847930.0,0.0
1979,11,The Electric Horseman,61801971.0,61801971.0,0.0
1979,12,The China Syndrome,51718367.0,51718367.0,0.0
1979,13,Meatballs,43046003.0,43046003.0,0.0
1979,14,Escape from Alcatraz,43000000.0,43000000.0,0.0
1979,15,The Main Event,42800000.0,42800000.0,0.0
1979,16,Manhattan,39946780.0,39946780.0,0.0
1979,17,All That Jazz,37825158.0,37823676.0,0.0
1979,18,The Black Stallion,37799643.0,37799643.0,0.0
1979,19,The Black Hole,35841901.0,35841901.0,0.0
1979,20,Starting Over,35649012.0,35649012.0,0.0
1979,21,And Justice for All,33300000.0,33300000.0,0.0
1979,22,1941,31755742.0,31755742.0,0.0
1979,23,The Champ,30441738.0,30441738.0,0.0
1979,24,Being There,30178926.0,30177511.0,93.0
1979,25,The Rose,29174648.0,29174648.0,0.0
1979,26,Going in Style,26869286.0,26869286.0,0.0
1979,27,North Dallas Forty,26079312.0,26079312.0,0.0
1979,28,The Warriors,22495052.0,22490039.0,4616.0
1979,29,Norma Rae,22228000.0,22228000.0,0.0
1979,30,Buck Rogers in the 25th Century,21671241.0,21671241.0,0.0
1979,31,National Lampoon's Animal House 1979 Re-release,21508877.0,21508877.0,0.0
1979,32,The Apple Dumpling Gang Rides Again,20931111.0,20931111.0,0.0
1979,33,La Cage aux Folles,20424259.0,20424259.0,0.0
1979,34,Dracula,20158970.0,20158970.0,0.0
1979,35,When a Stranger Calls,20149106.0,20149106.0,0.0
1979,36,"Same Time, Next Year",19703082.0,19703082.0,0.0
1979,37,The Seduction of Joe Tynan,19595168.0,19595168.0,0.0
1979,38,Monty Python's Life of Brian,19428017.0,19398164.0,26174.0
1979,39,One Hundred and One Dalmatians 1979 Re-release,19000000.0,19000000.0,0.0
1979,40,Prophecy,18389402.0,18389402.0,0.0
1979,41,Breaking Away,16424918.0,16424918.0,0.0
1979,42,Hair,15285248.0,15284643.0,0.0
1979,43,More American Graffiti,15014674.0,15014674.0,0.0
1979,44,Roller Boogie,13253715.0,13253715.0,0.0
1979,45,The Great Train Robbery,13027857.0,13027857.0,0.0
1979,46,The Concorde... Airport '79,13015688.0,13015688.0,0.0
1979,47,Phantasm,11988469.0,11988469.0,0.0
1979,48,The Promise,11606005.0,11606005.0,0.0
1979,49,The Legacy,11364985.0,11364985.0,0.0
1979,50,Fiddler on the Roof 1979 Re-release,10404330.0,10404330.0,0.0
1979,51,The Onion Field,9890597.0,9890597.0,0.0
1979,52,The Frisco Kid,9346177.0,9346177.0,0.0
1979,53,Meteor,8400000.0,8400000.0,0.0
1979,54,The Fish That Saved Pittsburgh,8281246.0,8281246.0,0.0
1979,55,Bloodline,8218695.0,8218695.0,0.0
1979,56,The Prisoner of Zenda,7650600.0,7650600.0,0.0
1979,57,Agatha,7500000.0,7500000.0,0.0
1979,58,Americathon,6171763.0,6171763.0,0.0
1979,59,Running,6012556.0,6012556.0,0.0
1979,60,Cuba,5610280.0,5610280.0,0.0
1979,61,Butch and Sundance: The Early Days,5136913.0,5136913.0,0.0
1979,62,Players,4896094.0,4896094.0,0.0
1979,63,The Great Santini,4702575.0,4702575.0,0.0
1979,64,Yanks,3931010.0,3931010.0,0.0
1979,65,Lost and Found,3223197.0,3223197.0,0.0
1979,66,Hanover Street,3000000.0,3000000.0,0.0
1979,67,Voices,2631244.0,2631244.0,0.0
1979,68,Wanda Nevada,2411145.0,2411145.0,0.0
1979,69,Sunburn,2410776.0,2410776.0,0.0
1979,70,Rich Kids,1856122.0,1856122.0,0.0
1979,71,Walk Proud,1675040.0,1675040.0,0.0
1979,72,Last Embrace,1537125.0,1537125.0,0.0
1979,73,Goldengirl,1247376.0,1247376.0,0.0
1979,74,The Passage,1101186.0,1101186.0,0.0
1979,75,Winter Kills,1084261.0,1083799.0,0.0
1979,76,City on Fire,784181.0,784181.0,0.0
1979,77,"A Man, a Woman and a Bank",683353.0,683353.0,0.0
1979,78,Five Days from Home,641768.0,641768.0,0.0
1979,79,Fast Charlie... the Moonbeam Rider,444334.0,444334.0,0.0
1979,80,The Human Factor,376050.0,376050.0,0.0
1979,81,Real Life,364642.0,364642.0,0.0
1979,82,An Almost Perfect Affair,85493.0,85493.0,0.0
1979,83,Nest of Vipers,27182.0,27182.0,0.0
1979,84,The Milky Way,2893.0,0.0,2893.0
1980,1,Star Wars: Episode V - The Empire Strikes Back,209398025.0,209398025.0,0.0
1980,2,9 to 5,103290500.0,103290500.0,0.0
1980,3,Stir Crazy,101300000.0,101300000.0,0.0
1980,4,Airplane!,83455109.0,83453539.0,0.0
1980,5,Any Which Way You Can,70687344.0,70687344.0,0.0
1980,6,Private Benjamin,69847348.0,69847348.0,0.0
1980,7,Coal Miner's Daughter,67182787.0,67182787.0,0.0
1980,8,Smokey and the Bandit II,66132626.0,66132626.0,0.0
1980,9,The Blue Lagoon,58853243.0,58853106.0,0.0
1980,10,The Blues Brothers,57260059.0,57229890.0,691.0
1980,11,Ordinary People,54766923.0,54766923.0,0.0
1980,12,Popeye,49825005.0,49823037.0,0.0
1980,13,Urban Cowboy,46918287.0,46918287.0,0.0
1980,14,The Shining,44092639.0,44017374.0,68820.0
1980,15,Seems Like Old Times,43995918.0,43995918.0,0.0
1980,16,Cheech and Chong's Next Movie,41675194.0,41675194.0,0.0
1980,17,Caddyshack,39846344.0,39846344.0,0.0
1980,18,Friday the 13th,39761038.0,39754601.0,0.0
1980,19,Brubaker,37121708.0,37121708.0,0.0
1980,20,Little Darlings,34326249.0,34326249.0,0.0
1980,21,Dressed to Kill,31900256.0,31899000.0,0.0
1980,22,The Jazz Singer,27118000.0,27118000.0,0.0
1980,23,Flash Gordon,27109357.0,27107960.0,0.0
1980,24,Lady and the Tramp 1980 Re-release,26114207.0,26114207.0,0.0
1980,25,The Elephant Man,26015930.0,26010864.0,0.0
1980,26,Bronco Billy,24265659.0,24265659.0,0.0
1980,27,Raging Bull,23336687.0,23334953.0,915.0
1980,28,Xanadu,22763249.0,22762571.0,0.0
1980,29,American Gigolo,22743674.0,22743674.0,0.0
1980,30,My Bodyguard,22482952.0,22482952.0,0.0
1980,31,The Fog,21378361.0,21378361.0,0.0
1980,32,Fame,21203532.0,21202829.0,0.0
1980,33,Tess,20093330.0,20093330.0,0.0
1980,34,Altered States,19853898.0,19853892.0,6.0
1980,35,Song of the South,19800000.0,19800000.0,0.0
1980,36,Cruising,19785014.0,19784223.0,0.0
1980,37,The Octagon,18971000.0,18971000.0,0.0
1980,38,Honeysuckle Rose,17815212.0,17815212.0,0.0
1980,39,Herbie Goes Bananas,17000000.0,17000000.0,0.0
1980,40,Rough Cut,16656125.0,16656125.0,0.0
1980,41,The Final Countdown,16647800.0,16647800.0,0.0
1980,42,The Hunter,16274150.0,16274150.0,0.0
1980,43,Hero at Large,15934737.0,15934737.0,0.0
1980,44,The Long Riders,15795189.0,15795189.0,0.0
1980,45,The Island,15716828.0,15716828.0,0.0
1980,46,Close Encounters of the Third Kind 1980 Special Edition,15693175.0,15693175.0,0.0
1980,47,First Family,15198912.0,15198912.0,0.0
1980,48,Prom Night,14796236.0,14796236.0,0.0
1980,49,The Nude Bomb,14662035.0,14662035.0,0.0
1980,50,"Oh, God! Book II",14504277.0,14504277.0,0.0
1980,51,The Competition,14287755.0,14287755.0,0.0
1980,52,Wholly Moses!,14155617.0,14155617.0,0.0
1980,53,Mary Poppins 1980 Re-release,14000000.0,14000000.0,0.0
1980,54,The Last Married Couple in America,12835544.0,12835544.0,0.0
1980,55,Used Cars,11715321.0,11715321.0,0.0
1980,56,The Mirror Crack'd,11000657.0,11000000.0,657.0
1980,57,The Last Flight of Noah's Ark,11000000.0,11000000.0,0.0
1980,58,The Fiendish Plot of Dr. Fu Manchu,10697276.0,10697276.0,0.0
1980,59,Stardust Memories,10389003.0,10389003.0,0.0
1980,60,The Hollywood Knights,10000000.0,10000000.0,0.0
1980,61,Serial,9870727.0,9870727.0,0.0
1980,62,Somewhere in Time,9709597.0,9709597.0,0.0
1980,63,Saturn 3,9000000.0,9000000.0,0.0
1980,64,Tribute,9000000.0,9000000.0,0.0
1980,65,The Formula,8894289.0,8894289.0,0.0
1980,66,Mad Max,8750081.0,8750000.0,0.0
1980,67,Battle Creek Brawl,8527743.0,8527743.0,0.0
1980,68,The Awakening,8415112.0,8415112.0,0.0
1980,69,Fatso,7653061.0,7653061.0,0.0
1980,70,How to Become a Detective,7500000.0,7500000.0,0.0
1980,71,How to Beat the High Cost of Living,7500000.0,7500000.0,0.0
1980,72,Foxes,7470348.0,7470348.0,0.0
1980,73,The Big Red One,7206220.0,7206220.0,0.0
1980,74,The Stunt Man,7063886.0,7063886.0,0.0
1980,75,Where the Buffalo Roam,6659377.0,6659377.0,0.0
1980,76,The Gong Show Movie,6621520.0,6621520.0,0.0
1980,77,Motel Hell,6342668.0,6342668.0,0.0
1980,78,Little Miss Marker,6321392.0,6321392.0,0.0
1980,79,Oh Heavenly Dog,6216067.0,6216067.0,0.0
1980,80,Divine Madness,5318098.0,5318098.0,0.0
1980,81,In God We Trust (or Gimme That Prime Time Religion),5215015.0,5215015.0,0.0
1980,82,He Knows You're Alone,4875436.0,4875436.0,0.0
1980,83,Coast to Coast,4495445.0,4495445.0,0.0
1980,84,Melvin and Howard,4309490.0,4309490.0,0.0
1980,85,Roadie,4226370.0,4226370.0,0.0
1980,86,Gloria,4061941.0,4059673.0,0.0
1980,87,Jaws 2 1980 Re-release,4028735.0,4028735.0,0.0
1980,88,Kagemusha: The Shadow Warrior,4001070.0,4000000.0,1070.0
1980,89,Resurrection,3910019.0,3910019.0,0.0
1980,90,Hide in Plain Sight,3806930.0,3806930.0,0.0
1980,91,Guyana: Cult of the Damned,3798102.0,3798102.0,0.0
1980,92,When Time Ran Out...,3763988.0,3763988.0,0.0
1980,93,Heaven's Gate,3484331.0,3484331.0,0.0
1980,94,North Sea Hijack,2993772.0,2993772.0,0.0
1980,95,Midnight Madness,2900000.0,2900000.0,0.0
1980,96,Loving Couples,2806659.0,2806659.0,0.0
1980,97,The Idolmaker,2625716.0,2625716.0,0.0
1980,98,The Black Marble,2500000.0,2500000.0,0.0
1980,99,Gilda Live,2261507.0,2261507.0,0.0
1980,100,Windows,2128395.0,2128395.0,0.0
1980,101,Just Tell Me What You Want,2086905.0,2086905.0,0.0
1980,102,"Bon Voyage, Charlie Brown (and Don't Come Back!!)",2013193.0,2013193.0,0.0
1980,103,Carny,1817720.0,1817720.0,0.0
1980,104,When a Stranger Calls 1980 Re-release,1262052.0,1262052.0,0.0
1980,105,Why Would I Lie?,1175855.0,1175855.0,0.0
1980,106,Nijinsky,1047454.0,1047454.0,0.0
1980,107,Heart Beat,954046.0,954046.0,0.0
1980,108,One-Trick Pony,843215.0,843215.0,0.0
1980,109,"Those Lips, Those Eyes",804713.0,804713.0,0.0
1980,110,A Small Circle of Friends,766760.0,766760.0,0.0
1980,111,Leo and Loree,517988.0,517988.0,0.0
1980,112,Home Movies,89134.0,89134.0,0.0
1980,113,Phobia,59167.0,59167.0,0.0
1980,114,Stalker 2019 Re-release,53860.0,0.0,32636.0
1980,115,Breaking Glass,2471.0,2471.0,0.0
1980,116,Breaker Morant,948.0,0.0,0.0
1980,117,The Changeling,147.0,0.0,147.0
1981,1,Superman II,216385706.0,108185706.0,108200000.0
1981,2,Raiders of the Lost Ark,212222025.0,212222025.0,0.0
1981,3,On Golden Pond,119285432.0,119285432.0,0.0
1981,4,Arthur,95461682.0,95461682.0,0.0
1981,5,Stripes,85297000.0,85297000.0,0.0
1981,6,The Cannonball Run,72179579.0,72179579.0,0.0
1981,7,Chariots of Fire,58972904.0,58972904.0,0.0
1981,8,For Your Eyes Only,54812948.0,54812802.0,0.0
1981,9,The Four Seasons,50427646.0,50427646.0,0.0
1981,10,Time Bandits,42365581.0,42365581.0,0.0
1981,11,Clash of the Titans,41092328.0,41092328.0,0.0
1981,12,Absence of Malice,40716963.0,40716963.0,0.0
1981,13,Reds,40382788.0,40382659.0,129.0
1981,14,The Fox and the Hound,39900000.0,39900000.0,0.0
1981,15,Tarzan the Ape Man,36565280.0,36565280.0,0.0
1981,16,Taps,35856053.0,35856053.0,0.0
1981,17,Sharky's Machine,35610100.0,35610100.0,0.0
1981,18,Excalibur,34968405.0,34967437.0,0.0
1981,19,Endless Love,32492674.0,31184024.0,1308650.0
1981,20,History of the World: Part I,31672907.0,31672907.0,0.0
1981,21,Bustin' Loose,31261269.0,31261269.0,0.0
1981,22,The Great Muppet Caper,31206251.0,31206251.0,0.0
1981,23,An American Werewolf in London,30716821.0,30565292.0,147328.0
1981,24,Neighbors,29916207.0,29916207.0,0.0
1981,25,Fort Apache the Bronx,29200000.0,29200000.0,0.0
1981,26,Cinderella 1981 Re-release,28040000.0,28040000.0,0.0
1981,27,The French Lieutenant's Woman,26890068.0,26890068.0,0.0
1981,28,Private Lessons,26279000.0,26279000.0,0.0
1981,29,Modern Problems,26154211.0,26154211.0,0.0
1981,30,Halloween II,25533818.0,25533818.0,0.0
1981,31,Only When I Laugh,25524778.0,25524778.0,0.0
1981,32,Escape from New York,25244626.0,25244626.0,0.0
1981,33,Body Heat,24058838.0,24058838.0,0.0
1981,34,Ghost Story,23371905.0,23371905.0,0.0
1981,35,Friday the 13th: Part 2,21722975.0,21722776.0,0.0
1981,36,The Final Conflict,20471382.0,20471382.0,0.0
1981,37,The Incredible Shrinking Woman,20259961.0,20259961.0,0.0
1981,38,Mommie Dearest,19034059.0,19032261.0,0.0
1981,39,Paternity,18838812.0,18838812.0,0.0
1981,40,Under the Rainbow,18826490.0,18826490.0,0.0
1981,41,The Howling,17985893.0,17985893.0,0.0
1981,42,Eye of the Needle,17583634.0,17583634.0,0.0
1981,43,Take This Job and Shove It,17569027.0,17569027.0,0.0
1981,44,Outland,17374595.0,17374595.0,0.0
1981,45,The Devil and Max Devlin,16000000.0,16000000.0,0.0
1981,46,Caveman,15965924.0,15965924.0,0.0
1981,47,Continental Divide,15578237.0,15578237.0,0.0
1981,48,The Night the Lights Went Out in Georgia,14923752.0,14923752.0,0.0
1981,49,Ragtime,14920781.0,14920781.0,0.0
1981,50,Nighthawks,14905359.0,14905359.0,0.0
1981,51,S.O.B.,14867086.0,14867086.0,0.0
1981,52,Rich and Famous,14492125.0,14492125.0,0.0
1981,53,Scanners,14225876.0,14225876.0,0.0
1981,54,Dragonslayer,14110172.0,14110013.0,0.0
1981,55,True Confessions,12850276.0,12850276.0,0.0
1981,56,Atlantic City,12729675.0,12729675.0,0.0
1981,57,The Legend of the Lone Ranger,12617845.0,12617845.0,0.0
1981,58,First Monday in October,12480249.0,12480249.0,0.0
1981,59,The Postman Always Rings Twice,12383416.0,12376625.0,6791.0
1981,60,Blow Out,12000597.0,12000000.0,0.0
1981,61,Back Roads,11809387.0,11809387.0,0.0
1981,62,Thief,11493612.0,11492915.0,0.0
1981,63,Victory,10853418.0,10853418.0,0.0
1981,64,Rollover,10851261.0,10851261.0,0.0
1981,65,Wolfen,10626725.0,10626725.0,0.0
1981,66,Carbon Copy,9566593.0,9566593.0,0.0
1981,67,Pennies from Heaven,9171289.0,9171289.0,0.0
1981,68,Deadly Blessing,8279042.0,8279042.0,0.0
1981,69,Whose Life Is It Anyway?,8206145.0,8206145.0,0.0
1981,70,Prince of the City,8124257.0,8124257.0,0.0
1981,71,The Funhouse,7886857.0,7886857.0,0.0
1981,72,Buddy Buddy,7258543.0,7258543.0,0.0
1981,73,La Cage aux Folles II,6950125.0,6950125.0,0.0
1981,74,...All the Marbles,6468195.0,6468195.0,0.0
1981,75,Eyewitness,6400000.0,6400000.0,0.0
1981,76,Gallipoli,5735824.0,5732587.0,0.0
1981,77,My Bloody Valentine,5673343.0,5672031.0,0.0
1981,78,Going Ape!,5504218.0,5504218.0,0.0
1981,79,The Dogs of War,5484132.0,5484132.0,0.0
1981,80,Student Bodies,5165432.0,5165432.0,0.0
1981,81,The Watcher in the Woods,5000000.0,5000000.0,0.0
1981,82,All Night Long,4454295.0,4454295.0,0.0
1981,83,The Pursuit of D.B. Cooper,3702028.0,3702028.0,0.0
1981,84,Zoot Suit,3256082.0,3256082.0,0.0
1981,85,The Fan,3082096.0,3082096.0,0.0
1981,86,The Last Metro,3007436.0,3007436.0,0.0
1981,87,Gas,2869425.0,2869425.0,0.0
1981,88,Modern Romance,2863642.0,2863642.0,0.0
1981,89,The Hand,2447576.0,2447576.0,0.0
1981,90,Heartbeeps,2154696.0,2154696.0,0.0
1981,91,This Is Elvis,2028612.0,2028612.0,0.0
1981,92,Sphinx,2022771.0,2022771.0,0.0
1981,93,Honky Tonk Freeway,2004742.0,2004742.0,0.0
1981,94,Raggedy Man,1976198.0,1976198.0,0.0
1981,95,King of the Mountain,1791147.0,1791147.0,0.0
1981,96,Cutter's Way,1729274.0,1729274.0,0.0
1981,97,Silence of the North,1622898.0,1622898.0,0.0
1981,98,From Mao to Mozart: Isaac Stern in China,1205934.0,1205934.0,0.0
1981,99,Night School,1169875.0,1169875.0,0.0
1981,100,Eyes of a Stranger,1118634.0,1118634.0,0.0
1981,101,Herbie Goes Bananas 1981 Re-release,1000000.0,1000000.0,0.0
1981,102,Herbie Goes to Monte Carlo 1981 Re-release,1000000.0,1000000.0,0.0
1981,103,Sunday Lovers,621931.0,621931.0,0.0
1981,104,Beyond the Reef,549931.0,547525.0,2406.0
1981,105,Cattle Annie and Little Britches,534816.0,534816.0,0.0
1981,106,Hard Country,534653.0,534653.0,0.0
1981,107,Man of Iron,492035.0,492035.0,0.0
1981,108,Kelly,469777.0,469777.0,0.0
1981,109,Freaky Friday 1981 Re-release,300000.0,300000.0,0.0
1981,110,The Sea Wolves,220181.0,220181.0,0.0
1981,111,Second-Hand Hearts,19450.0,19450.0,0.0
1981,112,Glen or Glenda 1981 Re-release,10158.0,10158.0,0.0
1981,113,Polyester,4214.0,0.0,0.0
1981,114,Swiss Family Robinson 1981 Re-release,2458.0,0.0,2458.0
1981,115,That Obscure Object of Desire,918.0,0.0,918.0
1981,116,Dissolute Wife,785.0,0.0,785.0
1982,1,E.T. the Extra-Terrestrial,359203428.0,359197037.0,0.0
1982,2,Tootsie,177200000.0,177200000.0,0.0
1982,3,An Officer and a Gentleman,129795554.0,129795554.0,0.0
1982,4,Rocky III,124146897.0,124146897.0,0.0
1982,5,Porky's,105492483.0,105492483.0,0.0
1982,6,Star Trek II: The Wrath of Khan,78913882.0,78912963.0,0.0
1982,7,48 Hrs.,78868508.0,78868508.0,0.0
1982,8,Poltergeist,76607421.0,76606280.0,0.0
1982,9,The Best Little Whorehouse in Texas,69702172.0,69701637.0,0.0
1982,10,Annie,61038097.0,57059003.0,3979094.0
1982,11,The Verdict,53977250.0,53977250.0,0.0
1982,12,Gandhi,52768419.0,52767889.0,0.0
1982,13,First Blood,47212904.0,47212904.0,0.0
1982,14,The Toy,47118057.0,47118057.0,0.0
1982,15,Firefox,46708276.0,46708276.0,0.0
1982,16,The Dark Crystal,43570371.0,40577001.0,2992898.0
1982,17,Conan the Barbarian,39566761.0,39565475.0,0.0
1982,18,The Sword and the Sorcerer,39103425.0,39103425.0,0.0
1982,19,Best Friends,36821203.0,36821203.0,0.0
1982,20,Richard Pryor: Live on the Sunset Strip,36299720.0,36299720.0,0.0
1982,21,Friday the 13th: Part 3,34584287.0,34581519.0,0.0
1982,22,Tron,33001374.0,33000000.0,0.0
1982,23,Young Doctors in Love,30688860.0,30688860.0,0.0
1982,24,Sophie's Choice,30036166.0,30036000.0,166.0
1982,25,The World According to Garp,29712172.0,29712172.0,0.0
1982,26,Victor/Victoria,28215847.0,28215453.0,0.0
1982,27,Blade Runner,27604399.0,27580111.0,0.0
1982,28,Airplane II: The Sequel,27150534.0,27150534.0,0.0
1982,29,Fast Times at Ridgemont High,27092880.0,27092880.0,0.0
1982,30,Some Kind of Hero,23671186.0,23671186.0,0.0
1982,31,The Road Warrior,23669526.0,23667907.0,0.0
1982,32,Bambi 1982 Re-release,23000000.0,23000000.0,0.0
1982,33,Pink Floyd: The Wall,22244537.0,22244207.0,0.0
1982,34,Raiders of the Lost Ark 1982 Re-release,21437879.0,21437879.0,0.0
1982,35,Things Are Tough All Over,21134374.0,21134374.0,0.0
1982,36,Night Shift,21095638.0,21095638.0,0.0
1982,37,Creepshow,21031312.0,21028755.0,0.0
1982,38,Quest for Fire,20959585.0,20959585.0,0.0
1982,39,The Thing,20825085.0,20063820.0,745158.0
1982,40,The Man from Snowy River,20661099.0,20659423.0,0.0
1982,41,Six Pack,20225989.0,20225989.0,0.0
1982,42,My Favorite Year,20123620.0,20123620.0,0.0
1982,43,Deathtrap,19282134.0,19282134.0,0.0
1982,44,Dead Men Don't Wear Plaid,18196170.0,18196170.0,0.0
1982,45,Peter Pan 1982 Re-release,17200000.0,17200000.0,0.0
1982,46,Zapped!,16897768.0,16897768.0,0.0
1982,47,They Call Me Bruce,16894678.0,16894678.0,0.0
1982,48,Death Wish II,16100000.0,16100000.0,0.0
1982,49,Kiss Me Goodbye,15782759.0,15782759.0,0.0
1982,50,Star Wars: Episode IV - A New Hope 1982 Re-release,15476785.0,15476785.0,0.0
1982,51,Grease 2,15171476.0,15171476.0,0.0
1982,52,The Secret of NIMH,14665733.0,14665733.0,0.0
1982,53,Halloween III: Season of the Witch,14400000.0,14400000.0,0.0
1982,54,Diner,14099953.0,14099953.0,0.0
1982,55,The Beastmaster,14056528.0,14056528.0,0.0
1982,56,Missing,14000000.0,14000000.0,0.0
1982,57,Star Wars: Episode V - The Empire Strikes Back 1982 Re-release,13276241.0,13276241.0,0.0
1982,58,Visiting Hours,13258670.0,13258670.0,0.0
