Release,Studio,Release_Cinema,Release_Digital_Streaming,DOW,Rank,Daily,Theaters,Day
Iron Man 2,MCU,2010-05-07,2010-09-28,Wednesday,19,47133.0,286,90
Iron Man 2,MCU,2010-05-07,2010-09-28,Thursday,19,47850.0,286,91
Iron Man 2,MCU,2010-05-07,2010-09-28,Friday,25,56802.0,224,92
Iron Man 2,MCU,2010-05-07,2010-09-28,Saturday,24,80884.0,224,93
Iron Man 2,MCU,2010-05-07,2010-09-28,Sunday,24,55829.0,224,94
Iron Man 2,MCU,2010-05-07,2010-09-28,Monday,23,29331.0,224,95
Iron Man 2,MCU,2010-05-07,2010-09-28,Tuesday,23,35097.0,224,96
Iron Man 2,MCU,2010-05-07,2010-09-28,Wednesday,22,30077.0,224,97
Iron Man 2,MCU,2010-05-07,2010-09-28,Thursday,22,29869.0,224,98
Iron Man 2,MCU,2010-05-07,2010-09-28,Friday,28,35383.0,178,99
Iron Man 2,MCU,2010-05-07,2010-09-28,Saturday,27,53704.0,178,100
Iron Man 2,MCU,2010-05-07,2010-09-28,Sunday,27,37791.0,178,101
Iron Man 2,MCU,2010-05-07,2010-09-28,Monday,28,16883.0,178,102
Iron Man 2,MCU,2010-05-07,2010-09-28,Tuesday,29,19044.0,178,103
Iron Man 2,MCU,2010-05-07,2010-09-28,Wednesday,30,16801.0,178,104
Iron Man 2,MCU,2010-05-07,2010-09-28,Thursday,26,18184.0,178,105
Thor,MCU,2011-05-06,2011-09-13,Friday,1,25481796.0,3955,1
Thor,MCU,2011-05-06,2011-09-13,Saturday,1,23341263.0,3955,2
Thor,MCU,2011-05-06,2011-09-13,Sunday,1,16900279.0,3955,3
Thor,MCU,2011-05-06,2011-09-13,Monday,1,5403057.0,3955,4
Thor,MCU,2011-05-06,2011-09-13,Tuesday,1,5410419.0,3955,5
Thor,MCU,2011-05-06,2011-09-13,Wednesday,1,4189021.0,3955,6
Thor,MCU,2011-05-06,2011-09-13,Thursday,1,4026482.0,3955,7
Thor,MCU,2011-05-06,2011-09-13,Friday,1,9140767.0,3963,8
Thor,MCU,2011-05-06,2011-09-13,Saturday,1,15171878.0,3963,9
Thor,MCU,2011-05-06,2011-09-13,Sunday,1,10390390.0,3963,10
Thor,MCU,2011-05-06,2011-09-13,Monday,2,2856650.0,3963,11
Thor,MCU,2011-05-06,2011-09-13,Tuesday,2,3090024.0,3963,12
Thor,MCU,2011-05-06,2011-09-13,Wednesday,2,2303232.0,3963,13
Thor,MCU,2011-05-06,2011-09-13,Thursday,2,2200897.0,3963,14
Thor,MCU,2011-05-06,2011-09-13,Friday,3,4353422.0,3924,15
Thor,MCU,2011-05-06,2011-09-13,Saturday,3,6492846.0,3924,16
Thor,MCU,2011-05-06,2011-09-13,Sunday,3,4609036.0,3924,17
Thor,MCU,2011-05-06,2011-09-13,Monday,3,1678808.0,3924,18
Thor,MCU,2011-05-06,2011-09-13,Tuesday,3,1284927.0,3924,19
Thor,MCU,2011-05-06,2011-09-13,Wednesday,3,1085331.0,3924,20
Thor,MCU,2011-05-06,2011-09-13,Thursday,5,948778.0,3296,21
Thor,MCU,2011-05-06,2011-09-13,Friday,5,2483793.0,3296,22
Thor,MCU,2011-05-06,2011-09-13,Saturday,5,3639713.0,3296,23
Thor,MCU,2011-05-06,2011-09-13,Sunday,5,3410364.0,3296,24
Thor,MCU,2011-05-06,2011-09-13,Monday,5,2546271.0,3296,25
Thor,MCU,2011-05-06,2011-09-13,Tuesday,5,853193.0,3296,26
Thor,MCU,2011-05-06,2011-09-13,Wednesday,5,772079.0,3296,27
Thor,MCU,2011-05-06,2011-09-13,Thursday,5,808188.0,3296,28
Thor,MCU,2011-05-06,2011-09-13,Friday,6,1245864.0,2780,29
Thor,MCU,2011-05-06,2011-09-13,Saturday,6,1830703.0,2780,30
Thor,MCU,2011-05-06,2011-09-13,Sunday,6,1173477.0,2780,31
Thor,MCU,2011-05-06,2011-09-13,Monday,6,500801.0,2780,32
Thor,MCU,2011-05-06,2011-09-13,Tuesday,6,550679.0,2780,33
Thor,MCU,2011-05-06,2011-09-13,Wednesday,6,510429.0,2780,34
Thor,MCU,2011-05-06,2011-09-13,Thursday,7,544651.0,2780,35
Thor,MCU,2011-05-06,2011-09-13,Friday,9,712214.0,1782,36
Thor,MCU,2011-05-06,2011-09-13,Saturday,9,1057322.0,1782,37
Thor,MCU,2011-05-06,2011-09-13,Sunday,9,665679.0,1782,38
Thor,MCU,2011-05-06,2011-09-13,Monday,9,302910.0,1782,39
Thor,MCU,2011-05-06,2011-09-13,Tuesday,10,341126.0,1782,40
Thor,MCU,2011-05-06,2011-09-13,Wednesday,9,309120.0,1782,41
Thor,MCU,2011-05-06,2011-09-13,Thursday,9,348123.0,1782,42
Thor,MCU,2011-05-06,2011-09-13,Friday,12,312243.0,875,43
Thor,MCU,2011-05-06,2011-09-13,Saturday,12,434218.0,875,44
Thor,MCU,2011-05-06,2011-09-13,Sunday,11,398615.0,875,45
Thor,MCU,2011-05-06,2011-09-13,Monday,12,143401.0,875,46
Thor,MCU,2011-05-06,2011-09-13,Tuesday,13,155702.0,875,47
Thor,MCU,2011-05-06,2011-09-13,Wednesday,12,144504.0,875,48
Thor,MCU,2011-05-06,2011-09-13,Thursday,11,157379.0,875,49
Thor,MCU,2011-05-06,2011-09-13,Friday,16,154518.0,404,50
Thor,MCU,2011-05-06,2011-09-13,Saturday,14,208802.0,404,51
Thor,MCU,2011-05-06,2011-09-13,Sunday,15,147980.0,404,52
Thor,MCU,2011-05-06,2011-09-13,Monday,15,74284.0,404,53
Thor,MCU,2011-05-06,2011-09-13,Tuesday,17,81194.0,404,54
Thor,MCU,2011-05-06,2011-09-13,Wednesday,15,63035.0,404,55
Thor,MCU,2011-05-06,2011-09-13,Thursday,15,75403.0,404,56
Thor,MCU,2011-05-06,2011-09-13,Friday,19,123076.0,270,57
Thor,MCU,2011-05-06,2011-09-13,Saturday,19,163140.0,270,58
Thor,MCU,2011-05-06,2011-09-13,Sunday,19,114087.0,270,59
Thor,MCU,2011-05-06,2011-09-13,Monday,19,70517.0,270,60
Thor,MCU,2011-05-06,2011-09-13,Tuesday,17,63062.0,270,61
Thor,MCU,2011-05-06,2011-09-13,Wednesday,19,55894.0,270,62
Thor,MCU,2011-05-06,2011-09-13,Thursday,19,59607.0,270,63
Thor,MCU,2011-05-06,2011-09-13,Friday,18,176891.0,315,64
Thor,MCU,2011-05-06,2011-09-13,Saturday,19,224225.0,315,65
Thor,MCU,2011-05-06,2011-09-13,Sunday,18,172192.0,315,66
Thor,MCU,2011-05-06,2011-09-13,Monday,18,93836.0,315,67
Thor,MCU,2011-05-06,2011-09-13,Tuesday,18,108238.0,315,68
Thor,MCU,2011-05-06,2011-09-13,Wednesday,18,88512.0,315,69
Thor,MCU,2011-05-06,2011-09-13,Thursday,18,84450.0,315,70
Thor,MCU,2011-05-06,2011-09-13,Friday,20,110300.0,272,71
Thor,MCU,2011-05-06,2011-09-13,Saturday,21,156156.0,272,72
Thor,MCU,2011-05-06,2011-09-13,Sunday,21,119699.0,272,73
Thor,MCU,2011-05-06,2011-09-13,Monday,19,68008.0,272,74
Thor,MCU,2011-05-06,2011-09-13,Tuesday,20,80002.0,272,75
Thor,MCU,2011-05-06,2011-09-13,Wednesday,21,69202.0,272,76
Thor,MCU,2011-05-06,2011-09-13,Thursday,21,74814.0,272,77
Thor,MCU,2011-05-06,2011-09-13,Friday,20,100665.0,236,78
Thor,MCU,2011-05-06,2011-09-13,Saturday,20,135923.0,236,79
Thor,MCU,2011-05-06,2011-09-13,Sunday,18,106412.0,236,80
Thor,MCU,2011-05-06,2011-09-13,Monday,18,58223.0,236,81
Thor,MCU,2011-05-06,2011-09-13,Tuesday,20,66247.0,236,82
Thor,MCU,2011-05-06,2011-09-13,Wednesday,20,55718.0,236,83
Thor,MCU,2011-05-06,2011-09-13,Thursday,20,56888.0,236,84
Thor,MCU,2011-05-06,2011-09-13,Friday,25,60513.0,190,85
Thor,MCU,2011-05-06,2011-09-13,Saturday,25,79500.0,190,86
Thor,MCU,2011-05-06,2011-09-13,Sunday,23,67518.0,190,87
Thor,MCU,2011-05-06,2011-09-13,Monday,24,33485.0,190,88
Thor,MCU,2011-05-06,2011-09-13,Tuesday,27,36002.0,190,89
Thor,MCU,2011-05-06,2011-09-13,Wednesday,26,32931.0,190,90
Thor,MCU,2011-05-06,2011-09-13,Thursday,25,33334.0,190,91
Thor,MCU,2011-05-06,2011-09-13,Friday,32,32242.0,141,92
Thor,MCU,2011-05-06,2011-09-13,Saturday,31,44223.0,141,93
Thor,MCU,2011-05-06,2011-09-13,Sunday,31,32639.0,141,94
Thor,MCU,2011-05-06,2011-09-13,Monday,32,17362.0,141,95
Thor,MCU,2011-05-06,2011-09-13,Tuesday,32,21329.0,141,96
Thor,MCU,2011-05-06,2011-09-13,Wednesday,33,16730.0,141,97
Thor,MCU,2011-05-06,2011-09-13,Thursday,32,16720.0,141,98
Thor,MCU,2011-05-06,2011-09-13,Friday,38,15912.0,81,99
Thor,MCU,2011-05-06,2011-09-13,Saturday,38,22804.0,81,100
Thor,MCU,2011-05-06,2011-09-13,Sunday,38,16320.0,81,101
Thor,MCU,2011-05-06,2011-09-13,Monday,39,7921.0,81,102
Thor,MCU,2011-05-06,2011-09-13,Tuesday,39,8551.0,81,103
Thor,MCU,2011-05-06,2011-09-13,Wednesday,39,7773.0,81,104
Thor,MCU,2011-05-06,2011-09-13,Thursday,40,7335.0,81,105
Thor,MCU,2011-05-06,2011-09-13,Friday,39,9434.0,54,106
Thor,MCU,2011-05-06,2011-09-13,Saturday,40,13231.0,54,107
Thor,MCU,2011-05-06,2011-09-13,Sunday,40,8068.0,54,108
Thor,MCU,2011-05-06,2011-09-13,Monday,40,3538.0,54,109
Thor,MCU,2011-05-06,2011-09-13,Tuesday,40,3805.0,54,110
Thor,MCU,2011-05-06,2011-09-13,Wednesday,39,4020.0,54,111
Thor,MCU,2011-05-06,2011-09-13,Thursday,39,4120.0,54,112
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,1,25700189.0,3715,1
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,1,21943393.0,3715,2
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,1,17414942.0,3715,3
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,1,7752188.0,3715,4
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,1,7831121.0,3715,5
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,1,5801265.0,3715,6
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,1,5424170.0,3715,7
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,3,7864581.0,3715,8
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,3,9939604.0,3715,9
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,3,7750118.0,3715,10
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,3,3438458.0,3715,11
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,3,3621505.0,3715,12
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,3,2986118.0,3715,13
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,3,2714393.0,3715,14
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,5,3794738.0,3620,15
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,4,5183685.0,3620,16
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,5,4043499.0,3620,17
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,5,1672605.0,3620,18
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,4,1989856.0,3620,19
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,5,1503295.0,3620,20
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,5,1390483.0,3620,21
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,9,2056167.0,2835,22
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,7,2879093.0,2835,23
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,8,2275642.0,2835,24
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,8,985172.0,2835,25
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,8,1055121.0,2835,26
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,8,810629.0,2835,27
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,9,810084.0,2835,28
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,12,1187772.0,1988,29
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,13,1726846.0,1988,30
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,13,1200911.0,1988,31
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,12,452532.0,1988,32
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,12,486116.0,1988,33
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,12,400440.0,1988,34
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,12,435137.0,1988,35
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,16,628355.0,1424,36
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,16,955978.0,1424,37
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,16,664105.0,1424,38
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,15,238314.0,1424,39
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,15,256942.0,1424,40
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,16,214567.0,1424,41
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,16,219045.0,1424,42
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,14,456605.0,1050,43
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,13,713285.0,1050,44
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,13,758477.0,1050,45
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,13,645219.0,1050,46
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,16,128530.0,1050,47
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,16,108701.0,1050,48
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,16,104019.0,1050,49
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,17,244177.0,804,50
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,17,392501.0,804,51
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,18,208975.0,804,52
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,18,60731.0,804,53
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,18,74404.0,804,54
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,18,68137.0,804,55
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,17,74639.0,804,56
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,21,154360.0,540,57
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,20,260287.0,540,58
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,20,149299.0,540,59
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,22,43210.0,540,60
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,23,48639.0,540,61
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,21,45188.0,540,62
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,19,52376.0,540,63
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,24,85428.0,334,64
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,24,139519.0,334,65
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,24,77082.0,334,66
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,24,23466.0,334,67
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,23,27108.0,334,68
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,24,23873.0,334,69
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,23,26802.0,334,70
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,21,121298.0,350,71
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,20,192122.0,350,72
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,16,122787.0,350,73
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,17,39115.0,350,74
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,17,45104.0,350,75
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,20,38374.0,350,76
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,18,41089.0,350,77
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,18,91790.0,303,78
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,19,131960.0,303,79
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,18,88003.0,303,80
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,18,43015.0,303,81
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,18,31233.0,303,82
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,18,28602.0,303,83
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,18,31830.0,303,84
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,21,70372.0,246,85
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,22,103842.0,246,86
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,22,59040.0,246,87
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,21,19747.0,246,88
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,20,22568.0,246,89
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,19,20465.0,246,90
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,19,26085.0,246,91
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,23,51013.0,184,92
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,23,70752.0,184,93
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,23,38978.0,184,94
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,23,11670.0,184,95
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,24,13653.0,184,96
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,25,11733.0,184,97
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,29,12296.0,184,98
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,29,22690.0,139,99
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,28,35222.0,139,100
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,30,20517.0,139,101
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,34,7964.0,139,102
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,35,7830.0,139,103
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,35,6087.0,139,104
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,34,6948.0,139,105
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Friday,31,17677.0,102,106
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Saturday,31,25292.0,102,107
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Sunday,32,13842.0,102,108
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Monday,35,3531.0,102,109
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Tuesday,36,4539.0,102,110
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Wednesday,37,3777.0,102,111
Captain America: The First Avenger,MCU,2011-07-22,2011-10-25,Thursday,37,5842.0,102,112
The Avengers,MCU,2012-05-04,2012-09-25,Friday,1,80813985.0,4349,1
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,1,69557990.0,4349,2
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,1,57066733.0,4349,3
The Avengers,MCU,2012-05-04,2012-09-25,Monday,1,18898999.0,4349,4
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,1,17677190.0,4349,5
The Avengers,MCU,2012-05-04,2012-09-25,Wednesday,1,13612910.0,4349,6
The Avengers,MCU,2012-05-04,2012-09-25,Thursday,1,12391566.0,4349,7
The Avengers,MCU,2012-05-04,2012-09-25,Friday,1,29223517.0,4349,8
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,1,42905519.0,4349,9
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,1,30923238.0,4349,10
The Avengers,MCU,2012-05-04,2012-09-25,Monday,1,7923789.0,4349,11
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,1,8477854.0,4349,12
The Avengers,MCU,2012-05-04,2012-09-25,Wednesday,1,6339757.0,4349,13
The Avengers,MCU,2012-05-04,2012-09-25,Thursday,1,6208368.0,4349,14
The Avengers,MCU,2012-05-04,2012-09-25,Friday,1,15236046.0,4249,15
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,1,23587069.0,4249,16
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,1,16820987.0,4249,17
The Avengers,MCU,2012-05-04,2012-09-25,Monday,1,5687934.0,4249,18
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,1,4917764.0,4249,19
The Avengers,MCU,2012-05-04,2012-09-25,Wednesday,1,3968406.0,4249,20
The Avengers,MCU,2012-05-04,2012-09-25,Thursday,1,4445167.0,4249,21
The Avengers,MCU,2012-05-04,2012-09-25,Friday,2,9664323.0,3918,22
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,2,14066384.0,3918,23
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,2,12956164.0,3918,24
The Avengers,MCU,2012-05-04,2012-09-25,Monday,2,10535543.0,3918,25
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,2,3266753.0,3918,26
The Avengers,MCU,2012-05-04,2012-09-25,Wednesday,2,2515041.0,3918,27
The Avengers,MCU,2012-05-04,2012-09-25,Thursday,2,2774984.0,3918,28
The Avengers,MCU,2012-05-04,2012-09-25,Friday,3,5641642.0,3670,29
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,3,9017913.0,3670,30
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,3,5826863.0,3670,31
The Avengers,MCU,2012-05-04,2012-09-25,Monday,3,2042375.0,3670,32
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,3,2221713.0,3670,33
The Avengers,MCU,2012-05-04,2012-09-25,Wednesday,3,1862060.0,3670,34
The Avengers,MCU,2012-05-04,2012-09-25,Thursday,3,1974179.0,3670,35
The Avengers,MCU,2012-05-04,2012-09-25,Friday,5,3336924.0,3129,36
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,5,4546865.0,3129,37
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,5,3365949.0,3129,38
The Avengers,MCU,2012-05-04,2012-09-25,Monday,5,1385505.0,3129,39
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,5,1547796.0,3129,40
The Avengers,MCU,2012-05-04,2012-09-25,Wednesday,5,1349418.0,3129,41
The Avengers,MCU,2012-05-04,2012-09-25,Thursday,5,1305722.0,3129,42
The Avengers,MCU,2012-05-04,2012-09-25,Friday,7,2206155.0,2582,43
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,7,3292985.0,2582,44
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,7,3406327.0,2582,45
The Avengers,MCU,2012-05-04,2012-09-25,Monday,7,1133339.0,2582,46
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,7,1163906.0,2582,47
The Avengers,MCU,2012-05-04,2012-09-25,Wednesday,7,1101648.0,2582,48
The Avengers,MCU,2012-05-04,2012-09-25,Thursday,7,1054517.0,2582,49
The Avengers,MCU,2012-05-04,2012-09-25,Friday,8,2212406.0,2230,50
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,7,3041789.0,2230,51
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,8,1923466.0,2230,52
The Avengers,MCU,2012-05-04,2012-09-25,Monday,7,962092.0,2230,53
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,8,989546.0,2230,54
The Avengers,MCU,2012-05-04,2012-09-25,Wednesday,8,838655.0,2230,55
The Avengers,MCU,2012-05-04,2012-09-25,Thursday,6,867338.0,2230,56
The Avengers,MCU,2012-05-04,2012-09-25,Friday,11,1305521.0,1757,57
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,9,1816647.0,1757,58
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,10,1299503.0,1757,59
The Avengers,MCU,2012-05-04,2012-09-25,Monday,8,714777.0,1757,60
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,11,544755.0,1352,61
The Avengers,MCU,2012-05-04,2012-09-25,Wednesday,10,718276.0,1352,62
The Avengers,MCU,2012-05-04,2012-09-25,Thursday,11,477208.0,1270,63
The Avengers,MCU,2012-05-04,2012-09-25,Friday,12,680818.0,1125,64
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,12,918223.0,1125,65
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,12,569083.0,1125,66
The Avengers,MCU,2012-05-04,2012-09-25,Monday,12,261442.0,1125,67
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,12,311771.0,1125,68
The Avengers,MCU,2012-05-04,2012-09-25,Wednesday,12,272336.0,1125,69
The Avengers,MCU,2012-05-04,2012-09-25,Thursday,13,288299.0,1125,70
The Avengers,MCU,2012-05-04,2012-09-25,Friday,11,395434.0,747,71
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,11,587183.0,747,72
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,11,416137.0,747,73
The Avengers,MCU,2012-05-04,2012-09-25,Monday,11,188724.0,747,74
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,11,221405.0,747,75
The Avengers,MCU,2012-05-04,2012-09-25,Wednesday,12,194838.0,747,76
The Avengers,MCU,2012-05-04,2012-09-25,Thursday,13,172561.0,747,77
The Avengers,MCU,2012-05-04,2012-09-25,Friday,14,190088.0,495,78
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,14,254913.0,495,79
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,14,175410.0,495,80
The Avengers,MCU,2012-05-04,2012-09-25,Monday,14,98364.0,495,81
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,13,123367.0,495,82
The Avengers,MCU,2012-05-04,2012-09-25,Wednesday,14,93538.0,495,83
The Avengers,MCU,2012-05-04,2012-09-25,Thursday,12,110157.0,495,84
The Avengers,MCU,2012-05-04,2012-09-25,Friday,14,383116.0,1705,120
The Avengers,MCU,2012-05-04,2012-09-25,Saturday,14,688184.0,1705,121
The Avengers,MCU,2012-05-04,2012-09-25,Sunday,13,839401.0,1705,122
The Avengers,MCU,2012-05-04,2012-09-25,Monday,15,563243.0,1705,123
The Avengers,MCU,2012-05-04,2012-09-25,Tuesday,14,121773.0,1705,124
